Year,Country,Ease_of_Living_Rank
1986,Switzerland,1
1986,Sweden,2
1986,Iceland,3
1986,Japan,4
1986,Norway,5
1986,France,6
1986,Italy,7
1986,Netherlands,8
1986,OECD members,9
1986,Belgium,10
1986,Austria,11
1986,Puerto Rico,12
1986,Canada,13
1986,Finland,14
1986,Spain,15
1986,Gibraltar,16
1986,Bermuda,17
1986,European Union,18
1986,United States,19
1986,Australia,20
1986,Qatar,21
1986,Bahrain,22
1986,Denmark,23
1986,United Kingdom,24
1986,Germany,25
1986,Faroe Islands,26
1986,Cuba,27
1986,Latvia,28
1986,Lithuania,29
1986,Estonia,30
1986,Ireland,31
1986,Euro area,32
1986,British Virgin Islands,32
1986,Slovenia,33
1986,Ukraine,35
1986,New Zealand,36
1986,French Polynesia,37
1986,Europe & Central Asia (excluding high income),38
1986,Sint Maarten (Dutch part),38
1986,Europe & Central Asia,39
1986,Caribbean small states,40
1986,Post-demographic dividend,41
1986,Panama,42
1986,Montenegro,43
1986,Israel,44
1986,New Caledonia,45
1986,Jamaica,47
1986,Cyprus,48
1986,High income,49
1986,Channel Islands,51
1986,Aruba,52
1986,Poland,53
1986,Europe & Central Asia (IDA & IBRD countries),54
1986,Barbados,55
1986,Dominica,55
1986,Romania,56
1986,Kuwait,57
1986,Kosovo,58
1986,Late-demographic dividend,59
1986,Isle of Man,60
1986,Malta,60
1986,Belarus,61
1986,Singapore,62
1986,Portugal,63
1986,Libya,64
1986,Bulgaria,65
1986,Luxembourg,66
1986,Greece,68
1986,United Arab Emirates,70
1986,Argentina,71
1986,Curacao,71
1986,St. Martin (French part),72
1986,Oman,73
1986,North America,74
1986,"Bahamas, The",75
1986,Georgia,75
1986,Brunei Darussalam,76
1986,Malaysia,77
1986,Uruguay,78
1986,Kazakhstan,79
1986,Hungary,80
1986,Guam,80
1986,Costa Rica,81
1986,Serbia,82
1986,Antigua and Barbuda,83
1986,Central Europe and the Baltics,84
1986,Chile,85
1986,Uzbekistan,86
1986,Suriname,87
1986,Grenada,88
1986,Saudi Arabia,89
1986,Seychelles,90
1986,Moldova,91
1986,St. Vincent and the Grenadines,92
1986,North Macedonia,93
1986,Croatia,94
1986,Armenia,94
1986,Belize,95
1986,Tajikistan,97
1986,Upper middle income,98
1986,Virgin Islands (U.S.),99
1986,Azerbaijan,100
1986,Mexico,101
1986,Sri Lanka,101
1986,"Korea, Dem. People's Rep.",102
1986,Latin America & the Caribbean (IDA & IBRD countries),103
1986,East Asia & Pacific,103
1986,Latin America & Caribbean,103
1986,Fiji,104
1986,Albania,105
1986,East Asia & Pacific (IDA & IBRD countries),106
1986,Trinidad and Tobago,106
1986,Jordan,107
1986,Latin America & Caribbean (excluding high income),108
1986,St. Lucia,109
1986,Turkmenistan,110
1986,China,112
1986,East Asia & Pacific (excluding high income),113
1986,Pacific island small states,114
1986,Ecuador,115
1986,Brazil,116
1986,St. Kitts and Nevis,117
1986,South Asia (IDA & IBRD),118
1986,Honduras,119
1986,Mauritius,119
1986,Dominican Republic,120
1986,Turks and Caicos Islands,121
1986,Greenland,122
1986,Botswana,124
1986,Tunisia,125
1986,Thailand,125
1986,"Micronesia, Fed. Sts.",126
1986,Tonga,127
1986,Colombia,128
1986,Philippines,129
1986,Algeria,130
1986,Paraguay,131
1986,South Asia,132
1986,Other small states,133
1986,South Africa,135
1986,World,136
1986,Samoa,137
1986,Small states,138
1986,Solomon Islands,139
1986,Early-demographic dividend,140
1986,Kyrgyz Republic,141
1986,Guyana,143
1986,Eswatini,143
1986,Cabo Verde,144
1986,IDA total,145
1986,Marshall Islands,147
1986,Tuvalu,148
1986,Low & middle income,150
1986,Cameroon,151
1986,IBRD only,152
1986,Lesotho,153
1986,Indonesia,154
1986,Guatemala,155
1986,Lao PDR,156
1986,IDA only,157
1986,Central African Republic,158
1986,Djibouti,159
1986,Cambodia,160
1986,Benin,161
1986,Zimbabwe,162
1986,Fragile and conflict affected situations,163
1986,Middle East & North Africa,164
1986,Sudan,165
1986,Vanuatu,166
1986,Bangladesh,167
1986,Ghana,167
1986,Middle East & North Africa (IDA & IBRD countries),167
1986,Mongolia,168
1986,Morocco,169
1986,Lower middle income,169
1986,IDA & IBRD total,170
1986,Middle East & North Africa (excluding high income),171
1986,Middle income,172
1986,Gabon,173
1986,Haiti,174
1986,Eritrea,175
1986,Sub-Saharan Africa (IDA & IBRD countries),176
1986,Sub-Saharan Africa (excluding high income),177
1986,Sao Tome and Principe,178
1986,Bolivia,179
1986,Iraq,179
1986,Kenya,180
1986,Sub-Saharan Africa,180
1986,Senegal,181
1986,Lebanon,182
1986,Maldives,182
1986,Kiribati,183
1986,Peru,184
1986,Arab World,185
1986,Papua New Guinea,186
1986,Guinea-Bissau,187
1986,India,188
1986,Guinea,189
1986,Nicaragua,190
1986,Nauru,191
