Year,Country,Institutional_Rank
1986,Iceland,1
1986,Japan,2
1986,Sweden,3
1986,Mongolia,4
1986,Switzerland,5
1986,Netherlands,6
1986,Norway,7
1986,Italy,8
1986,Lithuania,9
1986,Nepal,10
1986,East Asia & Pacific,11
1986,Gibraltar,12
1986,Isle of Man,13
1986,Libya,15
1986,Europe & Central Asia (IDA & IBRD countries),16
1986,Malaysia,17
1986,Ukraine,18
1986,OECD members,19
1986,Late-demographic dividend,20
1986,Caribbean small states,20
1986,Qatar,21
1986,British Virgin Islands,22
1986,Mexico,23
1986,Belgium,24
1986,Morocco,25
1986,France,26
1986,Germany,27
1986,Ireland,28
1986,Spain,29
1986,Latvia,30
1986,European Union,31
1986,Nicaragua,32
1986,Estonia,33
1986,Bermuda,34
1986,Indonesia,35
1986,Albania,36
1986,Romania,37
1986,Puerto Rico,38
1986,Finland,39
1986,New Caledonia,40
1986,India,41
1986,Armenia,42
1986,Panama,43
1986,Euro area,45
1986,Channel Islands,46
1986,New Zealand,47
1986,Pakistan,48
1986,Cuba,49
1986,United Kingdom,50
1986,Faroe Islands,51
1986,Aruba,52
1986,Bulgaria,53
1986,Austria,54
1986,Antigua and Barbuda,55
1986,Europe & Central Asia,56
1986,Barbados,57
1986,East Asia & Pacific (IDA & IBRD countries),58
1986,Kazakhstan,59
1986,Central Europe and the Baltics,60
1986,Belarus,61
1986,"Bahamas, The",62
1986,Saudi Arabia,63
1986,Sint Maarten (Dutch part),64
1986,Bahrain,65
1986,Cyprus,66
1986,Slovenia,67
1986,Montenegro,68
1986,Argentina,71
1986,French Polynesia,72
1986,Pacific island small states,73
1986,Chile,74
1986,Turks and Caicos Islands,75
1986,Singapore,76
1986,Moldova,77
1986,United States,78
1986,Georgia,79
1986,Denmark,80
1986,Jamaica,81
1986,Luxembourg,82
1986,Uzbekistan,83
1986,Post-demographic dividend,84
1986,High income,85
1986,Thailand,86
1986,Kuwait,87
1986,Virgin Islands (U.S.),89
1986,Europe & Central Asia (excluding high income),90
1986,Canada,91
1986,Kosovo,92
1986,Poland,93
1986,Portugal,94
1986,Guam,95
1986,St. Martin (French part),97
1986,Malta,98
1986,Israel,99
1986,Brunei Darussalam,100
1986,Serbia,101
1986,North America,102
1986,Mauritius,103
1986,"Korea, Dem. People's Rep.",103
1986,Curacao,104
1986,Latin America & the Caribbean (IDA & IBRD countries),105
1986,Latin America & Caribbean,105
1986,Latin America & Caribbean (excluding high income),106
1986,Ecuador,107
1986,Grenada,108
1986,South Asia (IDA & IBRD),109
1986,South Asia,109
1986,Australia,111
1986,Brazil,112
1986,Upper middle income,114
1986,Costa Rica,115
1986,"Micronesia, Fed. Sts.",116
1986,Hungary,117
1986,Uruguay,118
1986,Paraguay,119
1986,Oman,120
1986,Greece,121
1986,Tonga,122
1986,East Asia & Pacific (excluding high income),123
1986,Seychelles,124
1986,St. Kitts and Nevis,125
1986,Trinidad and Tobago,126
1986,St. Vincent and the Grenadines,126
1986,Greenland,127
1986,Suriname,128
1986,World,129
1986,Jordan,130
1986,Tajikistan,131
1986,Botswana,132
1986,Peru,133
1986,China,134
1986,South Africa,135
1986,Sri Lanka,136
1986,Dominica,137
1986,Turkmenistan,138
1986,Tunisia,139
1986,Honduras,140
1986,Azerbaijan,141
1986,Algeria,142
1986,Belize,144
1986,Other small states,145
1986,North Macedonia,148
1986,Colombia,149
1986,Philippines,150
1986,Haiti,151
1986,Bhutan,152
1986,Uganda,153
1986,Angola,153
1986,Chad,153
1986,Sub-Saharan Africa (excluding high income),153
1986,Sub-Saharan Africa,153
1986,Niger,153
1986,Papua New Guinea,153
1986,"Congo, Dem. Rep.",153
1986,Liberia,153
1986,Mozambique,153
1986,Low income,153
1986,Least developed countries: UN classification,153
1986,Ethiopia,153
1986,Somalia,153
1986,Heavily indebted poor countries (HIPC),153
1986,Rwanda,153
1986,Togo,153
1986,Sub-Saharan Africa (IDA & IBRD countries),153
1986,Mali,153
1986,Pre-demographic dividend,153
1986,South Sudan,153
1986,Madagascar,153
1986,Myanmar,153
1986,Malawi,153
1986,Burundi,153
1986,Tanzania,153
1986,Burkina Faso,153
1986,Timor-Leste,153
1986,Sierra Leone,153
1986,Afghanistan,153
1986,Africa Eastern and Southern,153
1986,Sudan,153
1986,Africa Western and Central,153
1986,Zambia,154
1986,IDA total,155
1986,Iraq,155
1986,Maldives,155
1986,Sao Tome and Principe,156
1986,IDA blend,157
1986,Kiribati,158
1986,Lower middle income,159
1986,Cameroon,160
1986,Fiji,161
1986,Kenya,162
1986,"Yemen, Rep.",162
1986,Samoa,163
1986,Dominican Republic,164
1986,IBRD only,165
1986,Cabo Verde,166
1986,Tuvalu,167
1986,Namibia,168
1986,IDA only,169
1986,Cambodia,169
1986,Central African Republic,170
1986,Guinea-Bissau,171
1986,Nigeria,172
1986,Comoros,172
1986,Bangladesh,173
1986,Ghana,174
1986,Middle East & North Africa (IDA & IBRD countries),175
1986,St. Lucia,176
1986,Equatorial Guinea,177
1986,Djibouti,177
1986,Benin,178
1986,"Gambia, The",178
1986,Middle East & North Africa (excluding high income),179
1986,Fragile and conflict affected situations,180
1986,Senegal,180
1986,Mauritania,181
1986,Guinea,182
1986,Eritrea,183
1986,United Arab Emirates,184
1986,Zimbabwe,185
1986,"Congo, Rep.",186
1986,Bolivia,186
1986,El Salvador,186
1986,Lao PDR,187
1986,Marshall Islands,188
1986,Nauru,189
1986,Arab World,189
1986,Low & middle income,190
1986,Vanuatu,191
1986,Croatia,192
1986,Lesotho,193
1986,IDA & IBRD total,194
1986,Early-demographic dividend,195
1986,Solomon Islands,196
1986,Small states,197
1986,Gabon,198
1986,Guatemala,199
1986,Middle income,199
1986,Eswatini,200
1986,Middle East & North Africa,201
1986,Kyrgyz Republic,202
1986,Guyana,203
1986,Lebanon,206
