Year,Country,Quality_of_Life_Rank
2010,Switzerland,1
2010,Norway,2
2010,Germany,4
2010,Australia,5
2010,New Zealand,6
2010,Netherlands,7
2010,Denmark,8
2010,Belgium,9
2010,United Kingdom,10
2010,Finland,11
2010,Canada,12
2010,United States,13
2010,Sweden,14
2010,Singapore,15
2010,Ireland,17
2010,Iceland,18
2010,Austria,18
2010,Japan,19
2010,Israel,20
2010,Slovenia,21
2010,Italy,23
2010,France,24
2010,Greece,26
2010,Spain,27
2010,Estonia,28
2010,Malta,29
2010,Cyprus,30
2010,Lithuania,31
2010,Poland,32
2010,United Arab Emirates,34
2010,Qatar,35
2010,Argentina,36
2010,Portugal,37
2010,Hungary,38
2010,Latvia,39
2010,Croatia,40
2010,Saudi Arabia,41
2010,Kuwait,42
2010,Chile,43
2010,Bahrain,44
2010,Montenegro,45
2010,Romania,46
2010,Belarus,48
2010,Bulgaria,49
2010,Uruguay,50
2010,Panama,51
2010,Costa Rica,52
2010,Lebanon,53
2010,Malaysia,54
2010,Serbia,55
2010,Kazakhstan,56
2010,Ukraine,57
2010,Georgia,58
2010,Armenia,60
2010,Mexico,61
2010,North Macedonia,63
2010,Thailand,64
2010,Ecuador,65
2010,Moldova,66
2010,Azerbaijan,67
2010,Colombia,68
2010,Jordan,70
2010,Peru,71
2010,Brazil,72
2010,Tunisia,73
2010,Algeria,74
2010,Mongolia,75
2010,China,76
2010,South Africa,78
2010,Philippines,79
2010,Indonesia,80
2010,Nicaragua,83
2010,Morocco,84
2010,India,85
2010,Nepal,86
2010,Pakistan,87
