Year,Country,Sustainability_Rank
2010,Qatar,1
2010,Kuwait,2
2010,Bahrain,3
2010,United Arab Emirates,4
2010,Australia,5
2010,United States,6
2010,Saudi Arabia,7
2010,Kazakhstan,8
2010,Canada,9
2010,Netherlands,12
2010,Estonia,13
2010,Belgium,15
2010,Singapore,16
2010,Japan,17
2010,Israel,18
2010,Ireland,20
2010,United Kingdom,22
2010,Germany,23
2010,Malaysia,24
2010,South Africa,24
2010,Poland,25
2010,Malta,27
2010,Cyprus,28
2010,Greece,29
2010,Ukraine,30
2010,Belarus,31
2010,Finland,31
2010,Mongolia,33
2010,Italy,34
2010,Slovenia,35
2010,China,36
2010,Denmark,37
2010,Bulgaria,38
2010,Lebanon,39
2010,France,40
2010,Algeria,41
2010,Serbia,42
2010,Spain,43
2010,Austria,44
2010,Argentina,45
2010,Jordan,46
2010,Mexico,47
2010,Hungary,48
2010,Switzerland,48
2010,Azerbaijan,50
2010,New Zealand,53
2010,North Macedonia,54
2010,Ecuador,55
2010,Tunisia,55
2010,Lithuania,56
2010,Armenia,57
2010,Romania,58
2010,Thailand,59
2010,Moldova,60
2010,Croatia,61
2010,Chile,62
2010,Morocco,63
2010,Panama,64
2010,Portugal,65
2010,Norway,66
2010,Latvia,67
2010,Sweden,68
2010,Colombia,69
2010,Peru,70
2010,Montenegro,72
2010,Indonesia,73
2010,India,74
2010,Georgia,75
2010,Philippines,76
2010,Costa Rica,77
2010,Brazil,78
2010,Pakistan,79
2010,Uruguay,80
2010,Iceland,81
2010,Nicaragua,82
2010,Nepal,83
