Year,Country,Ease_of_Living_Rank
2010,Norway,1
2010,Switzerland,2
2010,Denmark,3
2010,Ireland,4
2010,Australia,5
2010,Canada,6
2010,United States,7
2010,Germany,8
2010,Netherlands,9
2010,Finland,10
2010,United Kingdom,11
2010,Sweden,12
2010,Singapore,13
2010,Qatar,14
2010,Belgium,15
2010,New Zealand,16
2010,Japan,17
2010,Austria,18
2010,France,20
2010,United Arab Emirates,22
2010,Iceland,23
2010,Italy,24
2010,Spain,25
2010,Cyprus,26
2010,Israel,27
2010,Estonia,28
2010,Kuwait,29
2010,Slovenia,30
2010,Malta,31
2010,Greece,34
2010,Bahrain,35
2010,Portugal,36
2010,Poland,38
2010,Chile,39
2010,Lithuania,40
2010,Saudi Arabia,41
2010,Hungary,42
2010,Latvia,43
2010,Croatia,44
2010,Uruguay,45
2010,Malaysia,46
2010,Romania,47
2010,Costa Rica,48
2010,Panama,49
2010,South Africa,51
2010,Bulgaria,52
2010,Argentina,54
2010,Lebanon,55
2010,Montenegro,56
2010,Mexico,57
2010,Kazakhstan,58
2010,Brazil,59
2010,Serbia,60
2010,Jordan,61
2010,North Macedonia,62
2010,Thailand,63
2010,Tunisia,64
2010,Georgia,65
2010,Armenia,66
2010,Belarus,67
2010,China,68
2010,Colombia,69
2010,Peru,70
2010,Ukraine,71
2010,Algeria,72
2010,Moldova,73
2010,Mongolia,74
2010,Morocco,76
2010,Ecuador,77
2010,Azerbaijan,78
2010,Philippines,80
2010,Indonesia,83
2010,India,84
2010,Nicaragua,85
2010,Pakistan,86
2010,Nepal,87
