Year,Country,Institutional_Rank
2010,Finland,1
2010,Denmark,2
2010,Sweden,3
2010,New Zealand,4
2010,Norway,5
2010,Singapore,6
2010,Switzerland,7
2010,Netherlands,8
2010,Canada,9
2010,Australia,10
2010,Austria,11
2010,United Kingdom,13
2010,Germany,14
2010,Ireland,15
2010,Iceland,16
2010,United States,17
2010,Belgium,17
2010,France,18
2010,Japan,19
2010,Chile,20
2010,Cyprus,21
2010,Malta,22
2010,Estonia,23
2010,Spain,24
2010,Portugal,25
2010,Slovenia,26
2010,Israel,27
2010,Uruguay,31
2010,Qatar,32
2010,Poland,33
2010,Lithuania,34
2010,Hungary,35
2010,Latvia,36
2010,Costa Rica,38
2010,United Arab Emirates,39
2010,Italy,40
2010,Malaysia,41
2010,Greece,42
2010,Bahrain,43
2010,Kuwait,44
2010,Croatia,45
2010,South Africa,46
2010,Brazil,48
2010,Romania,49
2010,Georgia,50
2010,Jordan,51
2010,Bulgaria,52
2010,Panama,53
2010,Montenegro,54
2010,Saudi Arabia,55
2010,Tunisia,56
2010,North Macedonia,57
2010,India,58
2010,Thailand,59
2010,Serbia,60
2010,Morocco,61
2010,Mexico,62
2010,Colombia,63
2010,Peru,64
2010,Armenia,65
2010,Argentina,67
2010,China,68
2010,Mongolia,70
2010,Philippines,71
2010,Moldova,72
2010,Lebanon,73
2010,Indonesia,74
2010,Kazakhstan,76
2010,Algeria,77
2010,Nicaragua,78
2010,Ukraine,79
2010,Nepal,82
2010,Azerbaijan,83
2010,Ecuador,84
2010,Pakistan,85
2010,Belarus,86
