Year,Country,Economic_Rank
2010,Norway,1
2010,Switzerland,2
2010,Ireland,3
2010,Denmark,4
2010,Germany,5
2010,Sweden,6
2010,United States,7
2010,United Kingdom,8
2010,Canada,9
2010,Japan,10
2010,Finland,11
2010,Netherlands,12
2010,United Arab Emirates,13
2010,Australia,14
2010,Belgium,15
2010,Italy,16
2010,France,17
2010,Austria,19
2010,Qatar,20
2010,Singapore,21
2010,New Zealand,22
2010,Iceland,23
2010,Spain,24
2010,Cyprus,25
2010,Greece,26
2010,Kuwait,27
2010,Israel,28
2010,Portugal,29
2010,Uruguay,30
2010,Slovenia,31
2010,Croatia,32
2010,Estonia,33
2010,Saudi Arabia,34
2010,Lithuania,36
2010,Bahrain,37
2010,Latvia,39
2010,Malta,40
2010,Chile,41
2010,Brazil,42
2010,Hungary,43
2010,Poland,44
2010,Panama,45
2010,Romania,46
2010,South Africa,47
2010,Lebanon,49
2010,Mexico,51
2010,Costa Rica,52
2010,Morocco,53
2010,Malaysia,54
2010,Thailand,57
2010,Montenegro,58
2010,North Macedonia,60
2010,Tunisia,61
2010,Serbia,62
2010,China,63
2010,Argentina,64
2010,Algeria,65
2010,Colombia,66
2010,Peru,67
2010,Bulgaria,68
2010,Kazakhstan,69
2010,Philippines,70
2010,Georgia,71
2010,Jordan,72
2010,Armenia,74
2010,Ecuador,75
2010,Azerbaijan,76
2010,Belarus,77
2010,Moldova,78
2010,Indonesia,79
2010,Nepal,80
2010,Pakistan,82
2010,Ukraine,83
2010,India,84
2010,Mongolia,85
2010,Nicaragua,86
