Year,Country,Institutional_Rank
1992,Switzerland,1
1992,Austria,2
1992,France,3
1992,New Zealand,4
1992,United States,5
1992,Denmark,6
1992,Australia,7
1992,Israel,8
1992,United Kingdom,9
1992,Lithuania,11
1992,Hungary,13
1992,Uruguay,14
1992,Finland,15
1992,Germany,16
1992,Iceland,17
1992,Italy,18
1992,Mongolia,19
1992,India,20
1992,Portugal,21
1992,Norway,22
1992,Jordan,23
1992,Nicaragua,24
1992,Slovenia,25
1992,Japan,28
1992,Sweden,29
1992,Bulgaria,30
1992,Netherlands,31
1992,Panama,32
1992,Bahrain,33
1992,Romania,34
1992,Lebanon,35
1992,Azerbaijan,36
1992,Mexico,37
1992,Greece,38
1992,Brazil,39
1992,Singapore,40
1992,China,41
1992,Argentina,42
1992,Costa Rica,43
1992,Qatar,44
1992,Cyprus,45
1992,Moldova,46
1992,Poland,47
1992,Canada,48
1992,Belarus,49
1992,Belgium,50
1992,Nepal,51
1992,Morocco,52
1992,Kuwait,53
1992,Malaysia,55
1992,North Macedonia,55
1992,Tunisia,56
1992,Ireland,57
1992,United Arab Emirates,58
1992,Thailand,60
1992,Malta,61
1992,Pakistan,63
1992,Indonesia,64
1992,Montenegro,65
1992,Chile,66
1992,Ecuador,67
1992,Colombia,68
1992,Philippines,69
1992,Saudi Arabia,70
1992,Latvia,71
1992,Kazakhstan,72
1992,Croatia,73
1992,Armenia,76
1992,Peru,77
1992,Algeria,78
1992,Serbia,79
1992,Spain,80
1992,Ukraine,81
1992,Estonia,82
1992,Georgia,84
1992,South Africa,86
