Year,Country,Economic_Rank
1992,Switzerland,1
1992,Sweden,2
1992,Netherlands,3
1992,Japan,4
1992,France,5
1992,United Arab Emirates,6
1992,United States,7
1992,Norway,8
1992,Austria,9
1992,Denmark,10
1992,Finland,11
1992,Germany,12
1992,Iceland,13
1992,Italy,14
1992,Ireland,15
1992,Spain,16
1992,Canada,17
1992,United Kingdom,18
1992,Australia,19
1992,Belgium,20
1992,New Zealand,21
1992,Kuwait,22
1992,Qatar,23
1992,Malta,24
1992,Saudi Arabia,25
1992,Bahrain,26
1992,Israel,27
1992,Croatia,28
1992,Cyprus,29
1992,Slovenia,30
1992,Singapore,31
1992,Latvia,32
1992,Greece,33
1992,Malaysia,35
1992,Panama,36
1992,Montenegro,38
1992,Lithuania,39
1992,Chile,41
1992,Azerbaijan,42
1992,Portugal,43
1992,Moldova,43
1992,Estonia,44
1992,Georgia,45
1992,Serbia,47
1992,Argentina,48
1992,Romania,49
1992,Armenia,51
1992,Ukraine,52
1992,Thailand,53
1992,Belarus,54
1992,Brazil,56
1992,Costa Rica,57
1992,Poland,58
1992,Tunisia,59
1992,Mexico,60
1992,Bulgaria,61
1992,Uruguay,62
1992,South Africa,63
1992,North Macedonia,65
1992,Hungary,66
1992,Jordan,67
1992,Algeria,68
1992,Kazakhstan,69
1992,Mongolia,70
1992,Philippines,71
1992,Lebanon,72
1992,China,73
1992,Pakistan,74
1992,Nepal,75
1992,Morocco,77
1992,Indonesia,78
1992,Nicaragua,79
1992,Colombia,80
1992,Ecuador,82
1992,India,83
1992,Peru,84
