Year,Country,Economic_Rank
1981,United Arab Emirates,1
1981,Switzerland,2
1981,Qatar,3
1981,Puerto Rico,4
1981,Netherlands,5
1981,Slovenia,7
1981,Japan,8
1981,Denmark,9
1981,Djibouti,10
1981,Early-demographic dividend,10
1981,Dominican Republic,10
1981,Dominica,10
1981,Solomon Islands,11
1981,Small states,11
1981,Upper middle income,12
1981,Australia,13
1981,United States,14
1981,Tajikistan,15
1981,Canada,16
1981,Suriname,17
1981,Sudan,17
1981,Sub-Saharan Africa (IDA & IBRD countries),17
1981,Sub-Saharan Africa (excluding high income),17
1981,Sub-Saharan Africa,17
1981,Saudi Arabia,18
1981,Benin,19
1981,Bermuda,19
1981,Belize,19
1981,Cameroon,20
1981,Caribbean small states,20
1981,Cambodia,20
1981,Central African Republic,20
1981,Belgium,21
1981,Sweden,22
1981,OECD members,23
1981,Oman,23
1981,Sao Tome and Principe,24
1981,Senegal,24
1981,Kosovo,25
1981,"Korea, Dem. People's Rep.",25
1981,Lao PDR,25
1981,Kyrgyz Republic,25
1981,Late-demographic dividend,25
1981,Norway,26
1981,Kuwait,27
1981,Jamaica,28
1981,Ghana,29
1981,Iceland,30
1981,Bahrain,31
1981,Bangladesh,32
1981,Croatia,33
1981,French Polynesia,34
1981,Germany,35
1981,Cuba,36
1981,Finland,37
1981,IDA total,38
1981,IDA only,38
1981,Austria,39
1981,Europe & Central Asia,40
1981,Europe & Central Asia (IDA & IBRD countries),40
1981,Euro area,40
1981,Ethiopia,40
1981,Eritrea,40
1981,Eswatini,40
1981,Estonia,41
1981,Fragile and conflict affected situations,42
1981,Fiji,42
1981,European Union,42
1981,France,43
1981,Europe & Central Asia (excluding high income),44
1981,Least developed countries: UN classification,46
1981,Latin America & Caribbean,46
1981,Latin America & the Caribbean (IDA & IBRD countries),46
1981,Latin America & Caribbean (excluding high income),46
1981,Latvia,46
1981,Lithuania,47
1981,Low income,47
1981,Lower middle income,47
1981,Low & middle income,47
1981,Libya,47
1981,Lebanon,49
1981,Liberia,49
1981,Lesotho,49
1981,Brazil,50
1981,Argentina,51
1981,United Kingdom,52
1981,Arab World,53
1981,Antigua and Barbuda,53
1981,Poland,54
1981,British Virgin Islands,55
1981,Montenegro,56
1981,Ireland,58
1981,Italy,59
1981,Haiti,61
1981,High income,61
1981,Honduras,61
1981,Guyana,61
1981,Heavily indebted poor countries (HIPC),61
1981,Gibraltar,62
1981,Guatemala,62
1981,Guinea-Bissau,62
1981,Guinea,62
1981,Guam,62
1981,Grenada,62
1981,Greenland,62
1981,Greece,63
1981,Samoa,64
1981,Rwanda,64
1981,Isle of Man,65
1981,New Caledonia,67
1981,Botswana,68
1981,Bhutan,68
1981,Bolivia,68
1981,New Zealand,69
1981,Serbia,71
1981,Seychelles,72
1981,Jordan,73
1981,North America,74
1981,North Macedonia,74
1981,Aruba,75
1981,Romania,76
1981,"Bahamas, The",77
1981,Azerbaijan,77
1981,Barbados,78
1981,Kenya,79
1981,Kiribati,79
1981,Kazakhstan,80
1981,Israel,81
1981,Sint Maarten (Dutch part),82
1981,Sierra Leone,82
1981,Belarus,83
1981,Armenia,84
1981,St. Vincent and the Grenadines,85
1981,St. Martin (French part),85
1981,St. Lucia,85
1981,Sri Lanka,85
1981,St. Kitts and Nevis,85
1981,Hungary,86
1981,Singapore,87
1981,Spain,88
1981,IDA blend,89
1981,IDA & IBRD total,90
1981,IBRD only,90
1981,Iraq,91
1981,Malaysia,92
1981,Mexico,93
1981,World,95
1981,"Yemen, Rep.",95
1981,Zimbabwe,95
1981,Zambia,95
1981,Virgin Islands (U.S.),95
1981,Luxembourg,96
1981,Maldives,96
1981,Madagascar,96
1981,Malawi,96
1981,Uzbekistan,97
1981,Vanuatu,97
1981,Uruguay,98
1981,Ukraine,99
1981,Tuvalu,100
1981,Uganda,100
1981,Mauritius,102
1981,Mauritania,102
1981,"Micronesia, Fed. Sts.",102
1981,Middle East & North Africa,103
1981,Middle East & North Africa (IDA & IBRD countries),103
1981,China,104
1981,South Sudan,105
1981,Moldova,106
1981,South Asia (IDA & IBRD),107
1981,Middle East & North Africa (excluding high income),108
1981,Middle income,109
1981,Post-demographic dividend,110
1981,Pre-demographic dividend,110
1981,Peru,111
1981,Portugal,112
1981,Philippines,113
1981,Paraguay,115
1981,Cabo Verde,116
1981,Brunei Darussalam,116
1981,Burundi,116
1981,Burkina Faso,116
1981,Bulgaria,117
1981,Chad,118
1981,Channel Islands,118
1981,Central Europe and the Baltics,118
1981,Thailand,119
1981,Mali,120
1981,Marshall Islands,120
1981,Morocco,120
1981,Niger,121
1981,Nigeria,121
1981,Papua New Guinea,122
1981,Timor-Leste,123
1981,Tanzania,123
1981,Togo,123
1981,South Africa,124
1981,Albania,125
1981,Angola,125
1981,Africa Eastern and Southern,125
1981,Afghanistan,125
1981,Africa Western and Central,125
1981,Mozambique,126
1981,Myanmar,126
1981,Nicaragua,127
1981,Curacao,128
1981,Tunisia,129
1981,Chile,130
1981,Somalia,131
1981,South Asia,131
1981,Tonga,132
1981,Trinidad and Tobago,132
1981,Cyprus,133
1981,"Congo, Rep.",134
1981,Costa Rica,135
1981,Malta,136
1981,India,137
1981,"Gambia, The",138
1981,Gabon,140
1981,Algeria,141
1981,East Asia & Pacific,142
1981,East Asia & Pacific (excluding high income),142
1981,East Asia & Pacific (IDA & IBRD countries),142
1981,Equatorial Guinea,143
1981,El Salvador,143
1981,Panama,144
1981,Georgia,145
1981,Namibia,146
1981,Nauru,146
1981,Ecuador,148
1981,Pacific island small states,149
1981,Other small states,149
1981,Turkmenistan,150
1981,Turks and Caicos Islands,150
1981,Pakistan,152
1981,Nepal,153
1981,Indonesia,154
1981,Mongolia,155
1981,"Congo, Dem. Rep.",156
1981,Comoros,156
1981,Colombia,157
