Year,Country,Ease_of_Living_Rank
1981,Netherlands,1
1981,Australia,2
1981,Norway,3
1981,Switzerland,4
1981,Puerto Rico,5
1981,Slovenia,6
1981,Bermuda,7
1981,Canada,8
1981,Belgium,9
1981,United States,10
1981,Japan,11
1981,Spain,12
1981,United Kingdom,13
1981,Austria,14
1981,Sweden,15
1981,Denmark,16
1981,Greece,17
1981,Iceland,17
1981,Euro area,18
1981,Finland,19
1981,United Arab Emirates,20
1981,OECD members,21
1981,Dominica,22
1981,France,23
1981,Germany,24
1981,Israel,25
1981,Europe & Central Asia (IDA & IBRD countries),26
1981,Ireland,27
1981,Cuba,28
1981,Italy,30
1981,European Union,32
1981,Kosovo,33
1981,Singapore,34
1981,Gibraltar,35
1981,Channel Islands,36
1981,Poland,37
1981,Europe & Central Asia,38
1981,Barbados,39
1981,Caribbean small states,39
1981,Kuwait,40
1981,High income,41
1981,Lithuania,42
1981,New Zealand,43
1981,Montenegro,44
1981,British Virgin Islands,45
1981,Luxembourg,46
1981,North America,46
1981,Antigua and Barbuda,47
1981,Latvia,48
1981,Croatia,49
1981,Aruba,50
1981,Cyprus,51
1981,French Polynesia,51
1981,Saudi Arabia,52
1981,Qatar,53
1981,Bulgaria,54
1981,North Macedonia,55
1981,Post-demographic dividend,56
1981,Sint Maarten (Dutch part),58
1981,Isle of Man,58
1981,Ukraine,59
1981,Romania,60
1981,Uruguay,61
1981,Grenada,62
1981,Hungary,63
1981,Libya,64
1981,Estonia,65
1981,St. Martin (French part),65
1981,"Bahamas, The",66
1981,"Korea, Dem. People's Rep.",66
1981,Argentina,67
1981,Bahrain,69
1981,Seychelles,70
1981,Europe & Central Asia (excluding high income),71
1981,Portugal,72
1981,St. Vincent and the Grenadines,73
1981,Albania,74
1981,Jamaica,75
1981,Virgin Islands (U.S.),76
1981,Late-demographic dividend,77
1981,Armenia,78
1981,Guam,78
1981,Serbia,78
1981,Upper middle income,78
1981,Sri Lanka,79
1981,Moldova,80
1981,Costa Rica,81
1981,East Asia & Pacific,82
1981,St. Kitts and Nevis,83
1981,Kazakhstan,85
1981,Belarus,86
1981,Kyrgyz Republic,87
1981,Samoa,88
1981,Panama,89
1981,Georgia,90
1981,Belize,91
1981,Trinidad and Tobago,92
1981,Thailand,93
1981,Curacao,94
1981,Malta,95
1981,Central Europe and the Baltics,95
1981,Jordan,96
1981,Chile,97
1981,Latin America & the Caribbean (IDA & IBRD countries),98
1981,Mexico,98
1981,New Caledonia,99
1981,Latin America & Caribbean,100
1981,China,101
1981,Tonga,102
1981,St. Lucia,103
1981,Paraguay,104
1981,Fiji,106
1981,Colombia,107
1981,Turks and Caicos Islands,108
1981,Solomon Islands,109
1981,Cabo Verde,110
1981,Malaysia,111
1981,Mauritius,112
1981,Greenland,113
1981,Suriname,114
1981,Latin America & Caribbean (excluding high income),115
1981,East Asia & Pacific (excluding high income),116
1981,Brunei Darussalam,117
1981,"Micronesia, Fed. Sts.",119
1981,Small states,120
1981,Tajikistan,121
1981,Dominican Republic,122
1981,Ecuador,123
1981,East Asia & Pacific (IDA & IBRD countries),124
1981,Uzbekistan,125
1981,Vanuatu,126
1981,Tunisia,127
1981,Brazil,129
1981,Sao Tome and Principe,130
1981,Oman,132
1981,Botswana,133
1981,Tuvalu,134
1981,Djibouti,135
1981,Early-demographic dividend,136
1981,Sudan,137
1981,Cameroon,138
1981,Lebanon,139
1981,Arab World,140
1981,World,140
1981,Guyana,141
1981,IBRD only,142
1981,Ghana,143
1981,Eswatini,143
1981,India,144
1981,Lower middle income,145
1981,Turkmenistan,146
1981,Indonesia,147
1981,Zimbabwe,148
1981,Mongolia,149
1981,Honduras,150
1981,IDA total,151
1981,IDA only,152
1981,Senegal,153
1981,Fragile and conflict affected situations,154
1981,Low & middle income,155
1981,Bangladesh,156
1981,Lesotho,157
1981,Least developed countries: UN classification,158
1981,Liberia,159
1981,"Congo, Rep.",161
1981,Cambodia,162
1981,Kiribati,163
1981,Marshall Islands,164
1981,Central African Republic,165
1981,Pacific island small states,166
1981,Sub-Saharan Africa (excluding high income),167
1981,Sub-Saharan Africa,167
1981,Zambia,168
1981,South Africa,169
1981,Sub-Saharan Africa (IDA & IBRD countries),170
1981,Pakistan,171
1981,IDA blend,172
1981,Lao PDR,173
1981,Guatemala,174
1981,Gabon,175
1981,Haiti,176
1981,Other small states,177
1981,Middle East & North Africa,178
1981,Azerbaijan,179
1981,IDA & IBRD total,179
1981,"Yemen, Rep.",179
1981,Algeria,180
1981,Bhutan,181
1981,Benin,182
1981,Low income,183
1981,Heavily indebted poor countries (HIPC),184
1981,Nauru,184
1981,Iraq,185
1981,Middle income,185
1981,Philippines,186
1981,Bolivia,187
1981,Nepal,187
1981,Kenya,188
1981,Ethiopia,189
1981,Peru,190
1981,Eritrea,191
1981,Nicaragua,192
1981,Madagascar,193
1981,Morocco,194
1981,Middle East & North Africa (IDA & IBRD countries),195
1981,South Asia (IDA & IBRD),196
1981,South Asia,197
1981,Myanmar,198
1981,Mauritania,198
1981,Maldives,199
1981,Middle East & North Africa (excluding high income),200
1981,Guinea,201
1981,Guinea-Bissau,201
1981,Rwanda,202
1981,Africa Eastern and Southern,203
1981,El Salvador,204
1981,Tanzania,205
1981,Papua New Guinea,206
1981,"Congo, Dem. Rep.",207
1981,Comoros,208
1981,Togo,209
1981,Namibia,210
1981,Sierra Leone,211
1981,Malawi,212
1981,Uganda,213
1981,Timor-Leste,214
1981,Pre-demographic dividend,215
1981,South Sudan,216
1981,Burundi,217
1981,Burkina Faso,217
1981,Niger,218
1981,Chad,219
1981,Nigeria,220
1981,Somalia,221
1981,Mali,222
1981,"Gambia, The",223
1981,Equatorial Guinea,224
1981,Mozambique,225
1981,Angola,226
1981,Africa Western and Central,227
1981,Afghanistan,228
