Year,Country,Institutional_Rank
1981,Mongolia,1
1981,Nepal,2
1981,Indonesia,3
1981,Spain,4
1981,Netherlands,5
1981,Pakistan,6
1981,United Kingdom,7
1981,Albania,8
1981,Australia,9
1981,St. Vincent and the Grenadines,10
1981,East Asia & Pacific,11
1981,India,12
1981,British Virgin Islands,13
1981,Algeria,14
1981,Greece,15
1981,Isle of Man,16
1981,"Bahamas, The",17
1981,Norway,18
1981,Kazakhstan,19
1981,Israel,21
1981,Switzerland,22
1981,Bermuda,23
1981,Grenada,24
1981,Armenia,25
1981,Tunisia,27
1981,OECD members,28
1981,New Zealand,29
1981,Austria,30
1981,Italy,31
1981,Sweden,32
1981,Japan,33
1981,Singapore,34
1981,Puerto Rico,35
1981,Cyprus,37
1981,Europe & Central Asia (IDA & IBRD countries),38
1981,North Macedonia,39
1981,Europe & Central Asia,40
1981,Ukraine,41
1981,Argentina,42
1981,Euro area,43
1981,Iceland,44
1981,Sri Lanka,45
1981,Bulgaria,46
1981,Samoa,47
1981,Belgium,48
1981,Tonga,49
1981,Paraguay,50
1981,Montenegro,51
1981,Barbados,52
1981,Libya,53
1981,Slovenia,54
1981,"Korea, Dem. People's Rep.",55
1981,Channel Islands,56
1981,Turks and Caicos Islands,57
1981,Cabo Verde,58
1981,Finland,59
1981,Post-demographic dividend,61
1981,Dominica,62
1981,Cuba,63
1981,Aruba,64
1981,Gibraltar,65
1981,Luxembourg,66
1981,Canada,67
1981,Germany,68
1981,Kosovo,69
1981,Moldova,70
1981,Antigua and Barbuda,71
1981,Virgin Islands (U.S.),72
1981,North America,73
1981,Romania,74
1981,United States,75
1981,Poland,76
1981,European Union,77
1981,Uruguay,78
1981,St. Lucia,79
1981,Thailand,80
1981,Saudi Arabia,81
1981,Hungary,82
1981,High income,83
1981,Morocco,84
1981,China,85
1981,St. Martin (French part),86
1981,Sint Maarten (Dutch part),87
1981,Ireland,88
1981,Late-demographic dividend,89
1981,French Polynesia,90
1981,Caribbean small states,91
1981,St. Kitts and Nevis,91
1981,Mexico,92
1981,Jordan,93
1981,Jamaica,94
1981,Estonia,95
1981,Curacao,96
1981,Lithuania,97
1981,New Caledonia,100
1981,Denmark,101
1981,East Asia & Pacific (excluding high income),102
1981,Nicaragua,104
1981,Latin America & the Caribbean (IDA & IBRD countries),105
1981,Seychelles,106
1981,Philippines,107
1981,Trinidad and Tobago,108
1981,Guam,109
1981,Malaysia,110
1981,Latin America & Caribbean,111
1981,Central Europe and the Baltics,112
1981,Kuwait,113
1981,Belize,114
1981,Upper middle income,115
1981,Chile,116
1981,Serbia,118
1981,Brunei Darussalam,119
1981,East Asia & Pacific (IDA & IBRD countries),120
1981,Mauritius,122
1981,Latvia,123
1981,Peru,124
1981,Colombia,125
1981,Ecuador,126
1981,Belarus,127
1981,South Africa,128
1981,Georgia,129
1981,France,130
1981,Iraq,131
1981,Lower middle income,131
1981,Croatia,132
1981,"Gambia, The",133
1981,Ethiopia,133
1981,Eritrea,133
1981,Mali,133
1981,Equatorial Guinea,133
1981,Burkina Faso,133
1981,Heavily indebted poor countries (HIPC),133
1981,Sub-Saharan Africa (excluding high income),133
1981,Low income,133
1981,Benin,133
1981,Lao PDR,133
1981,Angola,133
1981,Sub-Saharan Africa (IDA & IBRD countries),133
1981,Sub-Saharan Africa,133
1981,Mozambique,133
1981,South Asia (IDA & IBRD),133
1981,Guinea,133
1981,Maldives,133
1981,Burundi,133
1981,Chad,133
1981,Nigeria,133
1981,South Sudan,133
1981,Pre-demographic dividend,133
1981,Timor-Leste,133
1981,Uganda,133
1981,Malawi,133
1981,Sierra Leone,133
1981,Mauritania,133
1981,Namibia,133
1981,Comoros,133
1981,Somalia,133
1981,Papua New Guinea,133
1981,Tanzania,133
1981,Africa Eastern and Southern,133
1981,Rwanda,133
1981,Guinea-Bissau,133
1981,Niger,133
1981,Middle East & North Africa (excluding high income),133
1981,Togo,133
1981,Central African Republic,133
1981,Afghanistan,133
1981,Africa Western and Central,133
1981,Early-demographic dividend,133
1981,Cambodia,133
1981,Bangladesh,133
1981,Senegal,133
1981,Middle East & North Africa (IDA & IBRD countries),134
1981,Latin America & Caribbean (excluding high income),135
1981,IDA & IBRD total,136
1981,Portugal,137
1981,"Yemen, Rep.",138
1981,Middle income,139
1981,Eswatini,140
1981,Kyrgyz Republic,141
1981,Kiribati,142
1981,IDA blend,142
1981,Sudan,143
1981,"Micronesia, Fed. Sts.",144
1981,Bahrain,145
1981,Greenland,146
1981,Panama,148
1981,Bhutan,149
1981,Europe & Central Asia (excluding high income),150
1981,Cameroon,151
1981,Vanuatu,152
1981,Djibouti,153
1981,United Arab Emirates,154
1981,Kenya,155
1981,South Asia,155
1981,Guatemala,156
1981,Low & middle income,156
1981,Middle East & North Africa,157
1981,Malta,158
1981,Tuvalu,159
1981,Tajikistan,160
1981,IDA only,161
1981,Haiti,161
1981,Qatar,162
1981,El Salvador,163
1981,Liberia,163
1981,Fragile and conflict affected situations,163
1981,Ghana,164
1981,Zimbabwe,166
1981,Madagascar,167
1981,"Congo, Dem. Rep.",167
1981,Lesotho,168
1981,Myanmar,168
1981,IDA total,168
1981,Bolivia,170
1981,Least developed countries: UN classification,170
1981,Costa Rica,171
1981,Botswana,172
1981,Honduras,173
1981,Sao Tome and Principe,174
1981,Zambia,175
1981,Oman,175
1981,Nauru,176
1981,Arab World,176
1981,Suriname,177
1981,Solomon Islands,177
1981,Marshall Islands,178
1981,Turkmenistan,179
1981,Other small states,180
1981,Gabon,181
1981,Guyana,181
1981,Small states,182
1981,Dominican Republic,183
1981,World,184
1981,Pacific island small states,186
1981,Uzbekistan,187
1981,IBRD only,188
1981,"Congo, Rep.",189
1981,Fiji,190
1981,Azerbaijan,191
1981,Brazil,192
1981,Lebanon,193
