Year,Country,Ease_of_Living_Rank
1991,United States,1
1991,Switzerland,2
1991,Australia,3
1991,Denmark,4
1991,Japan,5
1991,France,6
1991,United Kingdom,7
1991,Germany,8
1991,New Zealand,9
1991,Austria,10
1991,Finland,11
1991,Israel,12
1991,Italy,13
1991,United Arab Emirates,14
1991,Qatar,15
1991,Norway,16
1991,Canada,17
1991,Netherlands,18
1991,Bahrain,20
1991,Iceland,21
1991,Lithuania,22
1991,Belgium,23
1991,Sweden,24
1991,Hungary,26
1991,Slovenia,28
1991,Belarus,29
1991,Greece,30
1991,Ireland,31
1991,Bulgaria,32
1991,Singapore,33
1991,Malta,35
1991,Romania,37
1991,Poland,38
1991,Argentina,39
1991,Saudi Arabia,40
1991,Portugal,41
1991,Uruguay,42
1991,Spain,43
1991,Azerbaijan,44
1991,Estonia,45
1991,Cyprus,46
1991,Kazakhstan,47
1991,Kuwait,48
1991,Moldova,49
1991,Croatia,49
1991,Mongolia,50
1991,Ukraine,51
1991,Panama,52
1991,Jordan,53
1991,Mexico,54
1991,Latvia,55
1991,North Macedonia,56
1991,Lebanon,57
1991,Malaysia,59
1991,Serbia,61
1991,Montenegro,62
1991,Georgia,63
1991,Armenia,64
1991,Costa Rica,66
1991,Brazil,67
1991,Chile,69
1991,Ecuador,70
1991,Algeria,71
1991,Tunisia,73
1991,Thailand,74
1991,Colombia,75
1991,Nicaragua,76
1991,South Africa,77
1991,China,78
1991,Peru,80
1991,India,81
1991,Philippines,82
1991,Indonesia,83
1991,Morocco,84
1991,Pakistan,85
1991,Nepal,86
