Year,Country,Sustainability_Rank
1991,Qatar,1
1991,United Arab Emirates,2
1991,Estonia,3
1991,Bahrain,4
1991,United States,5
1991,Kazakhstan,6
1991,Australia,7
1991,Ukraine,10
1991,Germany,11
1991,Saudi Arabia,12
1991,Belgium,13
1991,Denmark,14
1991,Canada,15
1991,Netherlands,16
1991,United Kingdom,17
1991,Singapore,18
1991,Belarus,19
1991,Poland,20
1991,Lithuania,21
1991,Ireland,23
1991,Japan,24
1991,Moldova,25
1991,Azerbaijan,28
1991,Bulgaria,29
1991,Finland,29
1991,Mongolia,30
1991,Cyprus,31
1991,Italy,32
1991,Malta,34
1991,Israel,35
1991,Greece,36
1991,Kuwait,37
1991,Hungary,38
1991,Romania,39
1991,Armenia,40
1991,France,41
1991,Slovenia,42
1991,Spain,43
1991,Serbia,44
1991,Switzerland,45
1991,Austria,46
1991,North Macedonia,48
1991,Latvia,49
1991,South Africa,51
1991,Georgia,52
1991,Algeria,53
1991,Malaysia,55
1991,Jordan,56
1991,Argentina,57
1991,New Zealand,58
1991,Mexico,59
1991,Sweden,60
1991,Lebanon,61
1991,Portugal,63
1991,Tunisia,64
1991,Iceland,66
1991,Croatia,67
1991,Ecuador,68
1991,Morocco,69
1991,China,70
1991,Thailand,71
1991,Norway,72
1991,Chile,73
1991,Colombia,74
1991,Montenegro,75
1991,Panama,76
1991,Peru,77
1991,Uruguay,78
1991,Costa Rica,79
1991,Brazil,80
1991,India,81
1991,Philippines,82
1991,Indonesia,83
1991,Pakistan,84
1991,Nicaragua,86
1991,Nepal,87
