Year,Country,Quality_of_Life_Rank
1991,United States,1
1991,Australia,2
1991,Canada,3
1991,Switzerland,4
1991,Netherlands,5
1991,Japan,6
1991,Norway,7
1991,Denmark,8
1991,Germany,9
1991,Austria,10
1991,Iceland,11
1991,Belgium,12
1991,Finland,13
1991,Sweden,14
1991,New Zealand,15
1991,United Kingdom,16
1991,France,18
1991,Israel,20
1991,Italy,21
1991,Greece,22
1991,Spain,23
1991,Qatar,24
1991,Slovenia,25
1991,Ireland,27
1991,Bahrain,29
1991,United Arab Emirates,31
1991,Singapore,32
1991,Malta,33
1991,Argentina,34
1991,Lithuania,35
1991,Estonia,36
1991,Latvia,37
1991,Belarus,38
1991,Ukraine,39
1991,Cyprus,40
1991,Hungary,41
1991,Chile,42
1991,Croatia,43
1991,Poland,44
1991,Portugal,45
1991,Uruguay,46
1991,Georgia,47
1991,Romania,49
1991,Saudi Arabia,50
1991,Montenegro,51
1991,Bulgaria,52
1991,North Macedonia,53
1991,Kuwait,54
1991,Serbia,56
1991,Panama,57
1991,Kazakhstan,58
1991,Azerbaijan,59
1991,Lebanon,60
1991,Mexico,61
1991,Costa Rica,62
1991,Ecuador,63
1991,Armenia,64
1991,Malaysia,65
1991,Moldova,66
1991,South Africa,67
1991,Peru,68
1991,Jordan,69
1991,Colombia,70
1991,Brazil,72
1991,Philippines,74
1991,Algeria,75
1991,Thailand,76
1991,Tunisia,77
1991,Mongolia,79
1991,Indonesia,81
1991,Nicaragua,82
1991,China,84
1991,Morocco,85
1991,India,86
1991,Nepal,87
1991,Pakistan,88
