Year,Country,Institutional_Rank
1973,Pakistan,1
1973,Indonesia,2
1973,India,5
1973,British Virgin Islands,6
1973,Curacao,7
1973,Bulgaria,8
1973,Nepal,9
1973,Denmark,10
1973,Dominica,11
1973,Philippines,12
1973,Germany,14
1973,Algeria,16
1973,Belgium,17
1973,Belarus,18
1973,Europe & Central Asia,19
1973,Argentina,20
1973,Norway,22
1973,Lithuania,23
1973,Sint Maarten (Dutch part),24
1973,Luxembourg,25
1973,Ecuador,26
1973,Estonia,27
1973,Channel Islands,28
1973,Brunei Darussalam,29
1973,Sweden,30
1973,St. Lucia,31
1973,Jamaica,32
1973,China,33
1973,North America,34
1973,Post-demographic dividend,35
1973,Puerto Rico,36
1973,Poland,37
1973,Montenegro,38
1973,Australia,39
1973,Jordan,40
1973,Aruba,41
1973,Hungary,42
1973,"Bahamas, The",43
1973,OECD members,44
1973,France,45
1973,Antigua and Barbuda,46
1973,Cuba,47
1973,Central Europe and the Baltics,47
1973,Bermuda,48
1973,Grenada,49
1973,Faroe Islands,51
1973,Netherlands,52
1973,Guam,53
1973,St. Vincent and the Grenadines,54
1973,Morocco,55
1973,Tunisia,57
1973,Kuwait,58
1973,Peru,59
1973,Virgin Islands (U.S.),60
1973,Canada,61
1973,Malaysia,62
1973,North Macedonia,63
1973,Caribbean small states,64
1973,New Zealand,65
1973,Israel,66
1973,Gibraltar,67
1973,Suriname,68
1973,Armenia,69
1973,Trinidad and Tobago,70
1973,St. Kitts and Nevis,71
1973,Kosovo,72
1973,Ukraine,73
1973,Albania,74
1973,Croatia,75
1973,Mexico,76
1973,South Africa,77
1973,High income,78
1973,Italy,79
1973,Moldova,80
1973,Georgia,82
1973,Panama,83
1973,Slovenia,84
1973,Austria,85
1973,Cyprus,87
1973,Portugal,88
1973,Nicaragua,89
1973,Chile,90
1973,Isle of Man,91
1973,Euro area,93
1973,French Polynesia,94
1973,St. Martin (French part),95
1973,Bahrain,96
1973,Barbados,97
1973,Japan,98
1973,Sri Lanka,99
1973,Uruguay,100
1973,Serbia,101
1973,Switzerland,103
1973,Qatar,104
1973,Europe & Central Asia (IDA & IBRD countries),105
1973,Tajikistan,106
1973,Costa Rica,107
1973,Thailand,108
1973,Ireland,109
1973,European Union,110
1973,Singapore,111
1973,Malta,112
1973,Colombia,113
1973,Finland,114
1973,Honduras,115
1973,Early-demographic dividend,115
1973,Sub-Saharan Africa (IDA & IBRD countries),116
1973,Least developed countries: UN classification,116
1973,Comoros,116
1973,Sub-Saharan Africa,116
1973,Middle income,116
1973,South Asia,116
1973,Sub-Saharan Africa (excluding high income),116
1973,Rwanda,116
1973,"Yemen, Rep.",116
1973,Lao PDR,116
1973,Arab World,116
1973,"Congo, Dem. Rep.",116
1973,Papua New Guinea,116
1973,Central African Republic,116
1973,IDA total,116
1973,Africa Eastern and Southern,116
1973,Liberia,116
1973,Eritrea,116
1973,Bangladesh,116
1973,Angola,116
1973,Cambodia,116
1973,Burundi,116
1973,South Sudan,116
1973,Malawi,116
1973,Mali,116
1973,Sierra Leone,116
1973,Niger,116
1973,South Asia (IDA & IBRD),116
1973,Low income,116
