Year,Country,Sustainability_Rank
1973,Faroe Islands,1
1973,Hungary,2
1973,Austria,3
1973,Georgia,4
1973,Japan,5
1973,United Kingdom,6
1973,Bulgaria,7
1973,Ireland,8
1973,United States,9
1973,Kuwait,10
1973,Iceland,11
1973,Italy,12
1973,Sint Maarten (Dutch part),13
1973,Singapore,14
1973,Denmark,15
1973,Argentina,16
1973,Belarus,17
1973,New Zealand,19
1973,Germany,20
1973,OECD members,21
1973,Spain,22
1973,Uruguay,23
1973,Canada,24
1973,Poland,25
1973,Barbados,26
1973,Israel,27
1973,Puerto Rico,28
1973,Europe & Central Asia,29
1973,Post-demographic dividend,31
1973,Dominica,32
1973,Malta,33
1973,North America,34
1973,Greece,35
1973,Panama,36
1973,Lebanon,37
1973,Australia,38
1973,Channel Islands,39
1973,Gibraltar,40
1973,Finland,41
1973,Colombia,42
1973,Brunei Darussalam,43
1973,Romania,44
1973,"Bahamas, The",45
1973,Costa Rica,46
1973,Tajikistan,47
1973,High income,48
1973,St. Martin (French part),49
1973,Bermuda,50
1973,Estonia,51
1973,Aruba,52
1973,Norway,53
1973,Chile,54
1973,Euro area,55
1973,Latvia,57
1973,Grenada,59
1973,British Virgin Islands,60
1973,Europe & Central Asia (IDA & IBRD countries),61
1973,St. Lucia,62
1973,European Union,63
1973,Netherlands,64
1973,Curacao,65
1973,St. Vincent and the Grenadines,66
1973,Antigua and Barbuda,67
1973,Trinidad and Tobago,68
1973,Serbia,69
1973,Montenegro,71
1973,France,73
1973,Croatia,74
1973,Bahrain,75
1973,Switzerland,76
1973,Armenia,77
1973,Luxembourg,78
1973,North Macedonia,79
1973,Portugal,80
1973,Qatar,81
1973,Thailand,82
1973,Central Europe and the Baltics,83
1973,Cuba,83
1973,Virgin Islands (U.S.),84
1973,Belgium,85
1973,Lithuania,86
1973,Sweden,87
1973,Guam,90
1973,Albania,91
1973,Europe & Central Asia (excluding high income),92
1973,French Polynesia,93
1973,Ukraine,94
1973,Sri Lanka,95
1973,Isle of Man,96
1973,St. Kitts and Nevis,98
1973,Moldova,99
1973,Caribbean small states,100
1973,Suriname,101
1973,Slovenia,102
1973,Malaysia,103
1973,Jamaica,104
1973,Kosovo,105
1973,United Arab Emirates,106
1973,Cyprus,107
1973,Belize,109
1973,Uzbekistan,110
1973,New Caledonia,111
1973,Fiji,112
1973,Paraguay,113
1973,Philippines,114
1973,Ecuador,115
1973,World,116
1973,"Micronesia, Fed. Sts.",117
1973,Tonga,118
1973,Zimbabwe,119
1973,Turkmenistan,120
1973,Latin America & Caribbean (excluding high income),121
1973,East Asia & Pacific (IDA & IBRD countries),122
1973,Mauritius,123
1973,Kyrgyz Republic,123
1973,Dominican Republic,124
1973,Guyana,125
1973,Sudan,126
1973,Solomon Islands,126
1973,Brazil,127
1973,Samoa,128
1973,Indonesia,129
1973,Azerbaijan,130
1973,Upper middle income,131
1973,"Korea, Dem. People's Rep.",132
1973,Iraq,133
1973,East Asia & Pacific,133
1973,Cameroon,134
1973,Bhutan,135
1973,Jordan,136
1973,Kenya,137
1973,China,138
1973,Latin America & the Caribbean (IDA & IBRD countries),139
1973,Marshall Islands,139
1973,Vanuatu,140
1973,East Asia & Pacific (excluding high income),140
1973,Small states,141
1973,Middle East & North Africa (excluding high income),142
1973,Middle East & North Africa (IDA & IBRD countries),143
1973,Djibouti,144
1973,IBRD only,145
1973,Zambia,146
1973,Latin America & Caribbean,147
1973,Turks and Caicos Islands,148
1973,Peru,149
1973,Mongolia,150
1973,Saudi Arabia,151
1973,Morocco,152
1973,Kazakhstan,153
1973,Rwanda,154
1973,Chad,154
1973,Myanmar,154
1973,Cambodia,154
1973,Senegal,154
1973,Uganda,154
1973,Oman,154
1973,Burkina Faso,154
1973,Benin,154
1973,Papua New Guinea,154
1973,South Asia,154
1973,Sub-Saharan Africa,154
