Year,Country,Economic_Rank
1973,Tajikistan,1
1973,Cyprus,2
1973,Curacao,3
1973,Solomon Islands,4
1973,Small states,4
1973,Slovenia,4
1973,Cuba,5
1973,Croatia,6
1973,Estonia,7
1973,Europe & Central Asia,8
1973,Europe & Central Asia (IDA & IBRD countries),8
1973,Ethiopia,9
1973,Eswatini,9
1973,Eritrea,9
1973,Euro area,9
1973,Latvia,11
1973,Latin America & Caribbean (excluding high income),12
1973,Least developed countries: UN classification,12
1973,Latin America & the Caribbean (IDA & IBRD countries),12
1973,Latin America & Caribbean,13
1973,Poland,14
1973,Lithuania,15
1973,Libya,16
1973,Low & middle income,16
1973,Lower middle income,16
1973,Low income,16
1973,Lesotho,18
1973,Liberia,18
1973,Lebanon,19
1973,United Arab Emirates,20
1973,"Korea, Dem. People's Rep.",21
1973,Late-demographic dividend,21
1973,Kosovo,21
1973,Lao PDR,21
1973,Kyrgyz Republic,21
1973,Montenegro,22
1973,Argentina,23
1973,Arab World,24
1973,Antigua and Barbuda,24
1973,Kuwait,25
1973,Sweden,27
1973,Switzerland,28
1973,Samoa,29
1973,Rwanda,29
1973,Suriname,30
1973,Sub-Saharan Africa (IDA & IBRD countries),30
1973,Sub-Saharan Africa (excluding high income),30
1973,Sub-Saharan Africa,30
1973,Sudan,30
1973,Puerto Rico,31
1973,Upper middle income,32
1973,Brazil,33
1973,Botswana,35
1973,British Virgin Islands,36
1973,Bolivia,37
1973,Bhutan,38
1973,Serbia,39
1973,Burkina Faso,40
1973,Brunei Darussalam,40
1973,North Macedonia,41
1973,Cabo Verde,42
1973,Burundi,42
1973,Iceland,43
1973,Bulgaria,44
1973,United States,45
1973,Qatar,46
1973,North America,47
1973,Romania,48
1973,Azerbaijan,49
1973,Kenya,50
1973,Kiribati,50
1973,Kazakhstan,50
1973,"Bahamas, The",51
1973,Belarus,52
1973,Armenia,53
1973,Aruba,54
1973,Barbados,55
1973,Norway,56
1973,Chile,57
1973,IDA only,58
1973,IDA total,59
1973,Bahrain,60
1973,OECD members,62
1973,Oman,62
1973,Early-demographic dividend,63
1973,Dominican Republic,63
1973,Djibouti,63
1973,Dominica,63
1973,Sao Tome and Principe,64
1973,Senegal,64
1973,Belize,65
1973,Benin,65
1973,Bermuda,65
1973,Denmark,66
1973,Bangladesh,67
1973,Portugal,68
1973,Saudi Arabia,68
1973,Cameroon,69
1973,Central African Republic,69
1973,Caribbean small states,69
1973,Cambodia,69
1973,Canada,70
1973,Belgium,71
1973,Mongolia,72
1973,Chad,73
1973,Central Europe and the Baltics,73
1973,Channel Islands,73
1973,Zimbabwe,75
1973,"Yemen, Rep.",75
1973,Zambia,75
1973,World,75
1973,Virgin Islands (U.S.),75
1973,Tuvalu,76
1973,Uganda,76
1973,Ukraine,77
1973,Germany,78
1973,Australia,79
1973,Post-demographic dividend,80
1973,Pre-demographic dividend,81
1973,France,82
1973,Moldova,83
1973,Middle income,84
1973,Ghana,85
1973,Middle East & North Africa (excluding high income),86
1973,South Africa,87
1973,Israel,89
1973,Morocco,90
1973,French Polynesia,91
1973,Somalia,92
1973,South Asia,92
1973,Honduras,93
1973,High income,94
1973,Haiti,95
1973,Guyana,95
1973,Heavily indebted poor countries (HIPC),95
1973,Jamaica,96
1973,Mozambique,97
1973,Myanmar,97
1973,Equatorial Guinea,98
1973,European Union,99
1973,Faroe Islands,99
1973,Fragile and conflict affected situations,99
1973,Fiji,99
1973,Europe & Central Asia (excluding high income),99
1973,Peru,100
1973,Austria,102
1973,Japan,103
1973,New Caledonia,104
1973,El Salvador,105
1973,Nigeria,106
1973,Niger,106
1973,China,107
1973,United Kingdom,108
1973,Sierra Leone,109
1973,Sint Maarten (Dutch part),109
1973,IDA blend,110
1973,New Zealand,111
1973,Paraguay,112
1973,Nicaragua,113
1973,IBRD only,114
1973,IDA & IBRD total,114
1973,Netherlands,115
1973,Ecuador,115
1973,Malta,116
1973,Mali,117
1973,Marshall Islands,117
1973,East Asia & Pacific (excluding high income),118
1973,Panama,119
1973,Tunisia,120
1973,Italy,120
1973,East Asia & Pacific (IDA & IBRD countries),121
1973,East Asia & Pacific,121
1973,Finland,122
1973,Togo,123
1973,Timor-Leste,123
1973,Tanzania,123
1973,Gibraltar,125
1973,Guatemala,126
1973,Guam,126
1973,Grenada,126
1973,Albania,127
1973,Africa Western and Central,127
1973,Afghanistan,127
1973,Angola,127
1973,Africa Eastern and Southern,127
1973,Guinea,128
1973,Trinidad and Tobago,129
1973,Guinea-Bissau,130
1973,Tonga,131
1973,Hungary,132
1973,Jordan,133
1973,South Asia (IDA & IBRD),134
1973,South Sudan,135
1973,Algeria,136
1973,Malaysia,136
1973,"Gambia, The",137
1973,Isle of Man,138
1973,Gabon,139
1973,Papua New Guinea,140
1973,Namibia,141
1973,Nauru,142
1973,Madagascar,143
1973,Malawi,143
1973,Maldives,143
1973,Luxembourg,143
1973,Singapore,144
1973,St. Vincent and the Grenadines,146
1973,St. Martin (French part),146
1973,St. Lucia,146
1973,St. Kitts and Nevis,146
1973,Sri Lanka,146
1973,Iraq,147
1973,Nepal,148
1973,Thailand,148
1973,Turks and Caicos Islands,149
1973,Turkmenistan,149
1973,Georgia,150
1973,Ireland,151
1973,India,152
1973,"Micronesia, Fed. Sts.",153
1973,Middle East & North Africa,153
1973,Mauritius,153
1973,Mauritania,153
1973,Middle East & North Africa (IDA & IBRD countries),153
1973,"Congo, Rep.",154
1973,Spain,155
1973,Mexico,156
1973,Costa Rica,157
1973,Greece,158
1973,Other small states,159
1973,Pacific island small states,159
1973,Comoros,160
1973,"Congo, Dem. Rep.",160
1973,Colombia,161
1973,Uzbekistan,162
1973,Vanuatu,163
1973,Philippines,164
1973,Pakistan,165
1973,Uruguay,166
1973,Indonesia,167
