Year,Country,Ease_of_Living_Rank
1973,Curacao,2
1973,Europe & Central Asia,3
1973,Sweden,4
1973,Faroe Islands,5
1973,Poland,6
1973,Bulgaria,7
1973,Lithuania,7
1973,Denmark,8
1973,Tajikistan,9
1973,Belarus,10
1973,Canada,11
1973,Puerto Rico,13
1973,Montenegro,14
1973,Estonia,15
1973,Norway,16
1973,North America,17
1973,Sint Maarten (Dutch part),18
1973,Cuba,19
1973,Cyprus,20
1973,Euro area,20
1973,Belgium,22
1973,Channel Islands,23
1973,Iceland,24
1973,Argentina,24
1973,Croatia,25
1973,Europe & Central Asia (IDA & IBRD countries),25
1973,Switzerland,26
1973,Kuwait,27
1973,Post-demographic dividend,28
1973,OECD members,29
1973,Australia,30
1973,Germany,31
1973,Israel,32
1973,Hungary,33
1973,Slovenia,34
1973,British Virgin Islands,34
1973,Aruba,35
1973,Antigua and Barbuda,36
1973,Austria,37
1973,Dominica,38
1973,Latvia,39
1973,Brunei Darussalam,40
1973,New Zealand,41
1973,Bermuda,41
1973,Italy,42
1973,Japan,44
1973,France,45
1973,United States,46
1973,United Kingdom,47
1973,Barbados,47
1973,Gibraltar,49
1973,Netherlands,50
1973,Grenada,51
1973,Georgia,52
1973,Ireland,54
1973,"Bahamas, The",55
1973,Romania,55
1973,Singapore,56
1973,St. Vincent and the Grenadines,56
1973,Greece,57
1973,Central Europe and the Baltics,59
1973,Trinidad and Tobago,60
1973,Luxembourg,61
1973,High income,62
1973,Uruguay,63
1973,St. Martin (French part),64
1973,European Union,65
1973,Lebanon,65
1973,Malta,66
1973,St. Lucia,67
1973,Finland,68
1973,North Macedonia,69
1973,Kosovo,69
1973,Spain,70
1973,Armenia,71
1973,Serbia,72
1973,Chile,73
1973,Suriname,74
1973,Panama,75
1973,Costa Rica,76
1973,Portugal,77
1973,Bahrain,78
1973,Jamaica,79
1973,Ukraine,80
1973,Caribbean small states,81
1973,Qatar,82
1973,Virgin Islands (U.S.),83
1973,Moldova,84
1973,Albania,86
1973,Guam,87
1973,Sri Lanka,88
1973,Isle of Man,89
1973,Thailand,90
1973,Europe & Central Asia (excluding high income),91
1973,French Polynesia,92
1973,St. Kitts and Nevis,93
1973,Colombia,94
1973,Malaysia,95
1973,Solomon Islands,96
1973,Indonesia,97
1973,Belize,98
1973,Small states,99
1973,China,100
1973,"Korea, Dem. People's Rep.",103
1973,New Caledonia,104
1973,Jordan,105
1973,Latin America & Caribbean (excluding high income),106
1973,Samoa,107
1973,United Arab Emirates,108
1973,Pakistan,109
1973,Latin America & the Caribbean (IDA & IBRD countries),110
1973,Latin America & Caribbean,111
1973,Ecuador,112
1973,Philippines,113
1973,Kyrgyz Republic,114
1973,Upper middle income,115
1973,Sudan,116
1973,World,117
1973,Turkmenistan,118
1973,Fiji,119
1973,Tunisia,119
1973,Libya,120
1973,Uzbekistan,120
1973,Tonga,121
1973,Late-demographic dividend,122
1973,Low & middle income,123
1973,Brazil,124
1973,Paraguay,125
1973,East Asia & Pacific,126
1973,Eswatini,126
1973,Zimbabwe,127
1973,Lesotho,128
1973,Iraq,129
1973,Mexico,130
1973,Dominican Republic,131
1973,Kenya,132
1973,Turks and Caicos Islands,133
1973,"Micronesia, Fed. Sts.",134
1973,East Asia & Pacific (excluding high income),135
1973,Guyana,136
1973,India,137
1973,Kazakhstan,138
1973,Zambia,138
1973,South Africa,139
1973,Azerbaijan,139
1973,Cabo Verde,139
1973,Lower middle income,140
1973,East Asia & Pacific (IDA & IBRD countries),141
1973,Vanuatu,142
1973,Middle East & North Africa (excluding high income),143
1973,Early-demographic dividend,144
1973,Tuvalu,145
1973,Botswana,146
1973,Mongolia,146
1973,Marshall Islands,147
1973,Bhutan,148
1973,IBRD only,149
1973,Mauritius,150
1973,Ethiopia,151
1973,Bolivia,152
1973,Low income,153
1973,Least developed countries: UN classification,154
1973,Kiribati,156
1973,Middle East & North Africa (IDA & IBRD countries),157
1973,Honduras,158
1973,Eritrea,159
1973,Djibouti,160
1973,Liberia,161
1973,Cameroon,162
1973,IDA only,163
1973,IDA blend,164
1973,Nicaragua,165
1973,IDA & IBRD total,165
1973,Sao Tome and Principe,166
1973,IDA total,167
1973,Central African Republic,168
1973,Peru,169
1973,"Congo, Rep.",169
1973,Nauru,170
1973,"Yemen, Rep.",170
1973,Arab World,170
1973,Lao PDR,171
1973,Ghana,172
1973,Heavily indebted poor countries (HIPC),173
1973,Fragile and conflict affected situations,174
1973,Gabon,176
1973,El Salvador,177
1973,Namibia,178
1973,Guinea,179
1973,Guinea-Bissau,180
1973,Guatemala,180
1973,Bangladesh,181
1973,Middle East & North Africa,182
1973,"Gambia, The",183
1973,Rwanda,184
1973,Middle income,185
1973,Nepal,186
1973,Sub-Saharan Africa (IDA & IBRD countries),187
1973,Other small states,188
1973,Sub-Saharan Africa (excluding high income),189
1973,Sub-Saharan Africa,189
1973,Pacific island small states,190
1973,South Asia,191
1973,Saudi Arabia,192
1973,Papua New Guinea,193
1973,Morocco,194
1973,Burkina Faso,195
1973,Burundi,196
1973,Oman,197
1973,Uganda,198
1973,Senegal,199
1973,Cambodia,200
1973,Myanmar,201
1973,Chad,201
1973,Benin,202
1973,Pre-demographic dividend,203
1973,Haiti,204
1973,Nigeria,205
1973,Timor-Leste,206
1973,Madagascar,207
1973,Tanzania,207
1973,Mauritania,208
1973,Togo,208
1973,Somalia,209
1973,Equatorial Guinea,210
1973,Maldives,211
1973,Mozambique,212
1973,South Asia (IDA & IBRD),213
1973,Niger,214
1973,Sierra Leone,215
