Year,Country,Economic_Rank
1989,Switzerland,1
1989,Japan,2
1989,Finland,3
1989,Jamaica,4
1989,Sweden,5
1989,Fiji,6
1989,Fragile and conflict affected situations,6
1989,Faroe Islands,6
1989,Europe & Central Asia (excluding high income),6
1989,European Union,6
1989,Sub-Saharan Africa (excluding high income),7
1989,Sudan,7
1989,Sub-Saharan Africa,7
1989,Sub-Saharan Africa (IDA & IBRD countries),7
1989,Suriname,7
1989,Italy,8
1989,Oman,9
1989,OECD members,9
1989,Norway,10
1989,Canada,11
1989,Early-demographic dividend,13
1989,Djibouti,13
1989,Dominica,13
1989,Dominican Republic,13
1989,Australia,14
1989,United Kingdom,15
1989,Denmark,16
1989,Cambodia,17
1989,Cameroon,17
1989,Central African Republic,18
1989,Caribbean small states,18
1989,New Zealand,19
1989,Upper middle income,20
1989,New Caledonia,21
1989,United Arab Emirates,22
1989,Iceland,23
1989,United States,24
1989,IDA only,25
1989,IDA total,25
1989,Qatar,26
1989,Puerto Rico,28
1989,Israel,29
1989,French Polynesia,30
1989,Ghana,31
1989,Austria,32
1989,Germany,33
1989,Belgium,34
1989,Benin,35
1989,Bermuda,35
1989,Belize,35
1989,Isle of Man,36
1989,Ireland,37
1989,St. Vincent and the Grenadines,38
1989,St. Martin (French part),38
1989,St. Lucia,38
1989,Sri Lanka,38
1989,St. Kitts and Nevis,38
1989,Spain,39
1989,France,40
1989,Netherlands,41
1989,Cyprus,42
1989,Heavily indebted poor countries (HIPC),43
1989,Honduras,43
1989,High income,43
1989,Guyana,43
1989,Haiti,43
1989,Curacao,44
1989,Kuwait,45
1989,Kosovo,46
1989,Lao PDR,46
1989,Late-demographic dividend,46
1989,Kyrgyz Republic,46
1989,"Korea, Dem. People's Rep.",46
1989,Bahrain,47
1989,Estonia,48
1989,Bangladesh,49
1989,Slovenia,50
1989,Euro area,51
1989,Europe & Central Asia,51
1989,Ethiopia,51
1989,Eritrea,51
1989,Eswatini,51
1989,Europe & Central Asia (IDA & IBRD countries),51
1989,Latvia,53
1989,Solomon Islands,54
1989,Small states,54
1989,Sint Maarten (Dutch part),55
1989,Lithuania,56
1989,Sierra Leone,58
1989,Singapore,59
1989,Latin America & Caribbean,60
1989,Least developed countries: UN classification,60
1989,Latin America & Caribbean (excluding high income),60
1989,Latin America & the Caribbean (IDA & IBRD countries),60
1989,Cuba,61
1989,Low & middle income,62
1989,Lower middle income,62
1989,Low income,62
1989,Libya,62
1989,Croatia,63
1989,Sao Tome and Principe,64
1989,Senegal,64
1989,Saudi Arabia,65
1989,Panama,66
1989,Montenegro,67
1989,Guinea,68
1989,Guinea-Bissau,68
1989,Gibraltar,69
1989,Guam,69
1989,Greenland,69
1989,Grenada,69
1989,Guatemala,69
1989,Marshall Islands,70
1989,Mali,70
1989,Papua New Guinea,71
1989,Tajikistan,72
1989,Malta,73
1989,Poland,75
1989,Lebanon,76
1989,Lesotho,77
1989,Liberia,78
1989,Peru,79
1989,Seychelles,82
1989,Greece,83
1989,Serbia,84
1989,North Macedonia,85
1989,Paraguay,86
1989,British Virgin Islands,87
1989,Botswana,88
1989,Bhutan,88
1989,Bolivia,88
1989,Barbados,89
1989,North America,90
1989,Azerbaijan,91
1989,Portugal,92
1989,Kazakhstan,93
1989,South Asia (IDA & IBRD),94
1989,South Sudan,94
1989,Belarus,95
1989,Armenia,96
1989,Post-demographic dividend,97
1989,Pre-demographic dividend,97
1989,Brazil,99
1989,Malawi,100
1989,Maldives,100
1989,Luxembourg,100
1989,Madagascar,100
1989,"Bahamas, The",101
1989,Kenya,102
1989,Kiribati,102
1989,Aruba,103
1989,Jordan,104
1989,Malaysia,105
1989,Brunei Darussalam,106
1989,Burkina Faso,106
1989,Burundi,106
1989,Cabo Verde,106
1989,"Gambia, The",107
1989,Gabon,107
1989,Antigua and Barbuda,108
1989,Arab World,108
1989,Georgia,109
1989,Rwanda,110
1989,Samoa,110
1989,Romania,112
1989,Philippines,113
1989,Argentina,113
1989,Moldova,114
1989,Bulgaria,115
1989,IBRD only,116
1989,IDA & IBRD total,116
1989,IDA blend,116
1989,Vanuatu,117
1989,Uzbekistan,117
