Year,Country,Ease_of_Living_Rank
1989,Japan,1
1989,Sweden,2
1989,Iceland,3
1989,Switzerland,4
1989,Spain,5
1989,Finland,6
1989,Faroe Islands,7
1989,Netherlands,8
1989,Australia,9
1989,Austria,10
1989,Channel Islands,11
1989,Cyprus,12
1989,Belgium,12
1989,European Union,13
1989,France,14
1989,Euro area,15
1989,Bermuda,16
1989,Canada,17
1989,Gibraltar,18
1989,Qatar,19
1989,Singapore,20
1989,Israel,21
1989,Ireland,22
1989,United Kingdom,23
1989,Norway,24
1989,Italy,25
1989,French Polynesia,26
1989,North America,27
1989,Germany,28
1989,Montenegro,29
1989,Cuba,30
1989,OECD members,31
1989,Denmark,32
1989,Lithuania,32
1989,Puerto Rico,32
1989,Bahrain,33
1989,New Caledonia,33
1989,Slovenia,34
1989,United States,35
1989,Kuwait,36
1989,New Zealand,37
1989,High income,38
1989,Suriname,39
1989,Latvia,40
1989,Oman,41
1989,Europe & Central Asia (excluding high income),42
1989,St. Martin (French part),43
1989,Dominican Republic,44
1989,Portugal,45
1989,Jamaica,45
1989,Post-demographic dividend,46
1989,British Virgin Islands,47
1989,Caribbean small states,49
1989,Greece,50
1989,Sint Maarten (Dutch part),51
1989,Europe & Central Asia,52
1989,Curacao,53
1989,Barbados,56
1989,Serbia,57
1989,St. Kitts and Nevis,58
1989,Aruba,59
1989,Dominica,60
1989,Isle of Man,61
1989,Guam,62
1989,Latin America & Caribbean,63
1989,Kosovo,64
1989,Belize,65
1989,St. Vincent and the Grenadines,66
1989,Libya,67
1989,Poland,68
1989,Latin America & the Caribbean (IDA & IBRD countries),69
1989,United Arab Emirates,70
1989,Luxembourg,70
1989,Lebanon,71
1989,Kyrgyz Republic,72
1989,Brunei Darussalam,73
1989,Belarus,74
1989,Argentina,75
1989,Sri Lanka,76
1989,Malta,77
1989,Croatia,78
1989,Panama,79
1989,Uruguay,80
1989,Romania,81
1989,Europe & Central Asia (IDA & IBRD countries),82
1989,Saudi Arabia,83
1989,Armenia,84
1989,St. Lucia,85
1989,Estonia,86
1989,Jordan,88
1989,Ukraine,89
1989,Late-demographic dividend,89
1989,Fiji,90
1989,Upper middle income,91
1989,North Macedonia,92
1989,Virgin Islands (U.S.),92
1989,Grenada,93
1989,Brazil,94
1989,Georgia,95
1989,Antigua and Barbuda,96
1989,Costa Rica,97
