Year,Country,Institutional_Rank
2005,Finland,1
2005,Denmark,2
2005,Iceland,3
2005,New Zealand,4
2005,Norway,5
2005,Switzerland,6
2005,Sweden,7
2005,Netherlands,8
2005,Singapore,9
2005,Austria,10
2005,Australia,11
2005,Canada,12
2005,United Kingdom,13
2005,Germany,15
2005,Ireland,16
2005,United States,17
2005,France,18
2005,Belgium,19
2005,Spain,20
2005,Chile,21
2005,Japan,22
2005,Portugal,23
2005,Malta,24
2005,Cyprus,25
2005,Estonia,26
2005,Slovenia,27
2005,Hungary,31
2005,Israel,32
2005,Greece,33
2005,Lithuania,35
2005,Uruguay,36
2005,Italy,37
2005,United Arab Emirates,38
2005,Latvia,39
2005,Malaysia,40
2005,Poland,41
2005,Qatar,42
2005,Costa Rica,43
2005,Bahrain,44
2005,Kuwait,45
2005,South Africa,46
2005,Croatia,47
2005,Jordan,48
2005,Bulgaria,49
2005,Thailand,51
2005,Tunisia,52
2005,Montenegro,53
2005,Panama,54
2005,India,55
2005,Romania,56
2005,Mexico,57
2005,Saudi Arabia,58
2005,Brazil,59
2005,Lebanon,60
2005,Mongolia,61
2005,Armenia,62
2005,Philippines,63
2005,Argentina,65
2005,North Macedonia,66
2005,Colombia,67
2005,Morocco,68
2005,China,70
2005,Georgia,71
2005,Peru,72
2005,Moldova,73
2005,Algeria,74
2005,Serbia,75
2005,Nicaragua,76
2005,Ukraine,77
2005,Indonesia,79
2005,Kazakhstan,80
2005,Ecuador,82
2005,Pakistan,83
2005,Azerbaijan,84
2005,Nepal,85
2005,Belarus,87
