Year,Country,Quality_of_Life_Rank
2005,Norway,1
2005,Germany,3
2005,New Zealand,4
2005,Denmark,5
2005,Australia,6
2005,Switzerland,7
2005,Finland,7
2005,Canada,8
2005,Sweden,9
2005,Belgium,10
2005,Iceland,11
2005,United States,12
2005,Netherlands,13
2005,United Kingdom,14
2005,Austria,15
2005,Japan,16
2005,Ireland,17
2005,Singapore,19
2005,Slovenia,20
2005,Italy,21
2005,Israel,22
2005,France,22
2005,Greece,24
2005,Spain,25
2005,Estonia,27
2005,Cyprus,28
2005,Malta,29
2005,Qatar,30
2005,United Arab Emirates,31
2005,Lithuania,32
2005,Poland,33
2005,Latvia,34
2005,Portugal,35
2005,Hungary,36
2005,Bahrain,38
2005,Croatia,39
2005,Argentina,40
2005,Kuwait,41
2005,Chile,42
2005,Saudi Arabia,43
2005,Uruguay,44
2005,Montenegro,45
2005,Bulgaria,47
2005,Romania,48
2005,Belarus,49
2005,Panama,50
2005,Ukraine,51
2005,Costa Rica,52
2005,Kazakhstan,53
2005,Georgia,54
2005,Lebanon,55
2005,Serbia,56
2005,Mexico,57
2005,Malaysia,58
2005,Jordan,60
2005,Ecuador,61
2005,Armenia,62
2005,Thailand,63
2005,North Macedonia,64
2005,Brazil,66
2005,Colombia,67
2005,Moldova,68
2005,Tunisia,69
2005,Peru,71
2005,Algeria,72
2005,Azerbaijan,73
2005,Mongolia,74
2005,Philippines,75
2005,China,78
2005,Indonesia,80
2005,South Africa,81
2005,Nicaragua,82
2005,Morocco,83
2005,India,84
2005,Nepal,85
2005,Pakistan,86
