Year,Country,Ease_of_Living_Rank
1983,Sweden,1
1983,Switzerland,2
1983,Norway,3
1983,Australia,4
1983,Japan,5
1983,Netherlands,6
1983,Canada,7
1983,Puerto Rico,8
1983,Kuwait,9
1983,United States,10
1983,Qatar,11
1983,Euro area,11
1983,OECD members,12
1983,Slovenia,13
1983,Dominica,14
1983,United Kingdom,15
1983,Denmark,16
1983,Finland,17
1983,Bermuda,18
1983,Bahrain,19
1983,France,20
1983,Gibraltar,21
1983,Belgium,22
1983,Iceland,24
1983,Germany,25
1983,Singapore,26
1983,Spain,27
1983,Austria,28
1983,Ireland,29
1983,Sint Maarten (Dutch part),30
1983,Caribbean small states,31
1983,Cuba,32
1983,Greece,33
1983,United Arab Emirates,34
1983,Romania,35
1983,"Korea, Dem. People's Rep.",36
1983,European Union,37
1983,Kosovo,38
1983,Europe & Central Asia (IDA & IBRD countries),39
1983,Malta,40
1983,Europe & Central Asia,41
1983,Croatia,42
1983,New Zealand,43
1983,Italy,44
1983,Uruguay,45
1983,High income,46
1983,Poland,47
1983,Barbados,47
1983,Panama,48
1983,Bulgaria,49
1983,Channel Islands,50
1983,Solomon Islands,51
1983,Israel,52
1983,Cyprus,53
1983,Ukraine,53
1983,Europe & Central Asia (excluding high income),54
1983,Montenegro,54
1983,Lithuania,55
1983,French Polynesia,56
1983,Jamaica,57
1983,Post-demographic dividend,58
1983,Aruba,59
1983,Armenia,60
1983,Luxembourg,62
1983,"Bahamas, The",64
1983,Hungary,65
1983,Georgia,66
1983,Latvia,67
1983,British Virgin Islands,67
1983,Late-demographic dividend,68
1983,Saudi Arabia,69
1983,North America,71
1983,Mexico,72
1983,Estonia,72
1983,Oman,73
1983,Moldova,74
1983,Antigua and Barbuda,75
1983,Small states,76
1983,Malaysia,77
1983,North Macedonia,78
1983,Suriname,79
1983,Upper middle income,80
1983,Portugal,81
1983,Isle of Man,82
1983,St. Martin (French part),83
1983,Virgin Islands (U.S.),84
1983,Kazakhstan,85
1983,Seychelles,86
1983,East Asia & Pacific,87
1983,Belize,88
1983,Latin America & Caribbean,89
1983,Dominican Republic,90
1983,Guam,91
1983,Curacao,92
1983,Libya,94
1983,Albania,95
1983,St. Lucia,95
1983,Sri Lanka,96
1983,Brazil,97
1983,Trinidad and Tobago,97
1983,St. Vincent and the Grenadines,98
1983,Costa Rica,99
1983,Brunei Darussalam,100
1983,Latin America & the Caribbean (IDA & IBRD countries),101
1983,Central Europe and the Baltics,102
1983,Chile,103
1983,Latin America & Caribbean (excluding high income),104
1983,Fiji,105
1983,Belarus,106
1983,Tajikistan,107
1983,Samoa,108
1983,China,109
1983,Colombia,111
1983,Argentina,112
1983,Jordan,113
1983,Paraguay,114
1983,New Caledonia,115
