Year,Country,Quality_of_Life_Rank
1983,Sweden,1
1983,Switzerland,2
1983,Japan,3
1983,Spain,4
1983,Norway,5
1983,Netherlands,6
1983,Australia,7
1983,France,8
1983,Canada,9
1983,United States,10
1983,Greece,11
1983,Gibraltar,12
1983,Euro area,13
1983,Bermuda,14
1983,Singapore,15
1983,Finland,16
1983,Belgium,17
1983,Denmark,18
1983,Puerto Rico,19
1983,Austria,20
1983,Ireland,21
1983,OECD members,22
1983,Dominica,23
1983,Germany,24
1983,Channel Islands,26
1983,Iceland,27
1983,High income,28
1983,Italy,29
1983,Israel,30
1983,United Kingdom,31
1983,Sint Maarten (Dutch part),32
1983,Barbados,34
1983,Ukraine,35
1983,European Union,36
1983,New Zealand,37
1983,Post-demographic dividend,38
1983,Kuwait,39
1983,Romania,40
1983,Cuba,40
1983,Europe & Central Asia,41
1983,Bulgaria,42
1983,Aruba,43
1983,Slovenia,44
1983,Panama,45
1983,Qatar,46
1983,Portugal,47
1983,Poland,48
1983,Bahrain,49
1983,Georgia,50
1983,Cyprus,51
1983,Malta,53
1983,Luxembourg,54
1983,Uruguay,55
1983,Montenegro,56
1983,Europe & Central Asia (IDA & IBRD countries),57
1983,"Korea, Dem. People's Rep.",58
1983,Hungary,59
1983,Moldova,60
1983,"Bahamas, The",61
1983,Lithuania,62
1983,Costa Rica,63
1983,North America,64
1983,Croatia,65
1983,Virgin Islands (U.S.),66
1983,Antigua and Barbuda,67
1983,North Macedonia,68
1983,Kosovo,69
1983,French Polynesia,70
1983,St. Martin (French part),71
1983,Latvia,72
1983,Curacao,73
1983,Trinidad and Tobago,74
1983,British Virgin Islands,75
1983,St. Vincent and the Grenadines,76
1983,Albania,78
1983,Europe & Central Asia (excluding high income),79
1983,United Arab Emirates,81
1983,Guam,82
1983,Kazakhstan,83
1983,Brunei Darussalam,84
1983,Central Europe and the Baltics,84
1983,Solomon Islands,85
1983,Chile,86
1983,Malaysia,87
1983,Isle of Man,88
1983,Jamaica,89
1983,China,90
1983,Colombia,91
1983,Armenia,92
1983,Caribbean small states,93
1983,Mexico,94
1983,East Asia & Pacific,95
1983,St. Lucia,96
1983,Sri Lanka,98
1983,Estonia,99
1983,Seychelles,100
1983,Argentina,101
1983,Thailand,102
1983,Jordan,103
1983,Turks and Caicos Islands,104
1983,Latin America & Caribbean,105
1983,Libya,106
1983,Saudi Arabia,107
1983,Tonga,108
1983,Paraguay,109
1983,Late-demographic dividend,110
1983,"Micronesia, Fed. Sts.",110
1983,Belize,110
1983,Tunisia,111
1983,Oman,113
1983,Upper middle income,113
1983,Mauritius,114
1983,Tajikistan,115
1983,Belarus,116
1983,Brazil,117
1983,Pacific island small states,118
1983,Suriname,119
1983,New Caledonia,120
1983,Small states,121
