Year,Country,Economic_Rank
1983,United Arab Emirates,1
1983,Qatar,2
1983,Norway,3
1983,Canada,4
1983,Puerto Rico,5
1983,Denmark,6
1983,Djibouti,7
1983,Dominica,7
1983,Dominican Republic,7
1983,Early-demographic dividend,7
1983,Slovenia,8
1983,OECD members,9
1983,Oman,9
1983,Australia,10
1983,Caribbean small states,11
1983,Cameroon,11
1983,Central African Republic,11
1983,Cambodia,11
1983,Sweden,12
1983,Suriname,13
1983,Sub-Saharan Africa (IDA & IBRD countries),13
1983,Sub-Saharan Africa,13
1983,Sub-Saharan Africa (excluding high income),13
1983,Sudan,13
1983,Solomon Islands,14
1983,Small states,14
1983,Kuwait,15
1983,"Korea, Dem. People's Rep.",16
1983,Late-demographic dividend,16
1983,Kyrgyz Republic,16
1983,Lao PDR,16
1983,Kosovo,16
1983,Upper middle income,17
1983,Switzerland,18
1983,United States,19
1983,Japan,20
1983,Bangladesh,21
1983,Saudi Arabia,22
1983,Bahrain,23
1983,United Kingdom,24
1983,Jamaica,25
1983,Netherlands,26
1983,Sao Tome and Principe,27
1983,Senegal,27
1983,Croatia,28
1983,Cuba,29
1983,IDA total,30
1983,IDA only,30
1983,Estonia,31
1983,Ghana,32
1983,Europe & Central Asia,33
1983,Ethiopia,33
1983,Eritrea,33
1983,Euro area,33
1983,Europe & Central Asia (IDA & IBRD countries),33
1983,Eswatini,33
1983,Latin America & the Caribbean (IDA & IBRD countries),35
1983,Latin America & Caribbean,35
1983,Latvia,35
1983,Least developed countries: UN classification,35
1983,Latin America & Caribbean (excluding high income),35
1983,Finland,36
1983,Europe & Central Asia (excluding high income),37
1983,Fragile and conflict affected situations,38
1983,European Union,38
1983,Fiji,38
1983,Libya,39
1983,Lower middle income,39
1983,Low & middle income,39
1983,Lithuania,39
1983,Low income,39
1983,Lebanon,41
1983,Lesotho,41
1983,Liberia,41
1983,Brazil,42
1983,Bermuda,43
1983,Belize,43
1983,Benin,43
1983,Malta,44
1983,Iceland,44
1983,Germany,45
1983,Belgium,46
1983,Austria,47
1983,French Polynesia,48
1983,Poland,49
1983,British Virgin Islands,50
1983,Montenegro,51
1983,Sint Maarten (Dutch part),52
1983,Sierra Leone,52
1983,France,53
1983,Marshall Islands,54
1983,Mali,54
1983,Singapore,55
1983,Samoa,56
1983,Rwanda,56
1983,Tajikistan,57
1983,Israel,58
1983,New Zealand,60
1983,New Caledonia,61
1983,Greece,62
1983,Greenland,63
1983,Guinea-Bissau,63
1983,Guam,63
1983,Guinea,63
1983,Guatemala,63
1983,Grenada,63
1983,Gibraltar,63
1983,Papua New Guinea,64
1983,Bhutan,65
1983,Botswana,65
1983,Bolivia,65
1983,Panama,66
1983,Seychelles,68
1983,Serbia,69
1983,Uruguay,70
1983,North Macedonia,71
1983,North America,71
1983,Peru,72
1983,Vanuatu,74
1983,Uzbekistan,74
1983,Romania,75
1983,"Bahamas, The",76
1983,Azerbaijan,77
1983,Kazakhstan,78
1983,Barbados,79
1983,Kenya,80
1983,Kiribati,80
1983,Belarus,81
1983,Aruba,82
1983,Armenia,82
1983,Isle of Man,83
1983,Italy,84
1983,Heavily indebted poor countries (HIPC),85
1983,Guyana,85
1983,High income,85
1983,Honduras,85
1983,Haiti,85
1983,Ireland,86
1983,Maldives,87
1983,Malawi,87
1983,Luxembourg,87
1983,Madagascar,87
1983,Mexico,88
1983,"Yemen, Rep.",89
1983,World,89
1983,Zambia,89
1983,Virgin Islands (U.S.),89
1983,Zimbabwe,89
1983,Paraguay,90
1983,Iraq,91
1983,Arab World,92
1983,Antigua and Barbuda,92
1983,Middle East & North Africa (IDA & IBRD countries),94
1983,Mauritius,94
1983,"Micronesia, Fed. Sts.",94
1983,Middle East & North Africa,94
1983,Mauritania,94
1983,Bulgaria,95
1983,St. Martin (French part),97
1983,St. Kitts and Nevis,97
1983,St. Vincent and the Grenadines,97
1983,St. Lucia,97
1983,Sri Lanka,97
1983,Spain,99
1983,South Africa,100
1983,Ukraine,101
1983,Cabo Verde,102
1983,Burkina Faso,102
1983,Brunei Darussalam,102
1983,Burundi,102
1983,Tuvalu,103
1983,Uganda,103
1983,South Sudan,105
1983,South Asia (IDA & IBRD),105
1983,Curacao,107
1983,Middle East & North Africa (excluding high income),108
1983,Middle income,108
1983,Cyprus,109
1983,Argentina,110
1983,Moldova,111
1983,Jordan,112
1983,Channel Islands,113
1983,Chad,113
1983,Central Europe and the Baltics,113
1983,Malaysia,114
1983,South Asia,115
1983,Somalia,115
1983,China,116
1983,Chile,117
1983,Nepal,118
1983,Ecuador,119
1983,Nicaragua,120
1983,Namibia,121
1983,Nauru,121
1983,Pre-demographic dividend,122
1983,Post-demographic dividend,122
1983,East Asia & Pacific (excluding high income),123
1983,East Asia & Pacific (IDA & IBRD countries),123
1983,East Asia & Pacific,123
1983,Nigeria,124
1983,Niger,124
1983,Togo,125
1983,Tanzania,125
1983,Timor-Leste,125
1983,IDA & IBRD total,126
1983,IDA blend,126
1983,IBRD only,126
1983,Hungary,127
1983,Thailand,127
1983,Morocco,127
1983,Portugal,128
1983,Philippines,129
1983,Trinidad and Tobago,130
1983,Tonga,130
1983,Tunisia,131
1983,Myanmar,132
1983,Mozambique,132
1983,Indonesia,133
1983,Georgia,134
1983,Gabon,135
1983,"Gambia, The",135
1983,Afghanistan,136
1983,Africa Eastern and Southern,136
1983,Angola,136
1983,Albania,136
1983,Africa Western and Central,136
1983,Other small states,137
1983,Pacific island small states,137
1983,Pakistan,138
1983,Algeria,139
1983,India,140
1983,Equatorial Guinea,141
1983,El Salvador,141
1983,"Congo, Rep.",143
1983,Mongolia,144
1983,Costa Rica,145
1983,Comoros,146
1983,"Congo, Dem. Rep.",146
1983,Turkmenistan,147
1983,Turks and Caicos Islands,147
1983,Colombia,148
