Year,Country,Sustainability_Rank
1983,Australia,1
1983,Kuwait,2
1983,Euro area,3
1983,Canada,4
1983,Switzerland,5
1983,Sweden,6
1983,Bahrain,7
1983,Slovenia,8
1983,United States,9
1983,Gibraltar,10
1983,Qatar,11
1983,Spain,12
1983,Netherlands,13
1983,Georgia,14
1983,United Kingdom,15
1983,France,16
1983,Japan,17
1983,New Zealand,18
1983,Norway,19
1983,Ireland,20
1983,Bermuda,21
1983,Iceland,23
1983,Sint Maarten (Dutch part),24
1983,Germany,25
1983,Puerto Rico,26
1983,Uruguay,27
1983,Romania,28
1983,Finland,29
1983,OECD members,30
1983,Dominica,31
1983,Channel Islands,32
1983,Singapore,33
1983,Cuba,35
1983,Cyprus,36
1983,Post-demographic dividend,37
1983,Portugal,38
1983,Panama,39
1983,Croatia,40
1983,Hungary,41
1983,Malaysia,42
1983,Italy,43
1983,Denmark,44
1983,Chile,45
1983,"Korea, Dem. People's Rep.",46
1983,Ukraine,47
1983,High income,48
1983,Costa Rica,49
1983,Armenia,50
1983,Europe & Central Asia (IDA & IBRD countries),51
1983,Belgium,52
1983,Luxembourg,53
1983,"Bahamas, The",55
1983,Kazakhstan,56
1983,French Polynesia,57
1983,Barbados,59
1983,Aruba,60
1983,Austria,61
1983,Isle of Man,62
1983,Europe & Central Asia,63
1983,East Asia & Pacific,64
1983,European Union,65
1983,Malta,66
1983,Lithuania,67
1983,Trinidad and Tobago,68
1983,British Virgin Islands,69
1983,Brazil,71
1983,Poland,72
1983,Jamaica,73
1983,Moldova,74
1983,Curacao,75
1983,Kosovo,76
1983,St. Lucia,77
1983,Antigua and Barbuda,78
1983,Montenegro,79
1983,Sri Lanka,80
1983,Belarus,81
1983,North America,82
1983,Guam,83
1983,Virgin Islands (U.S.),84
1983,Albania,85
1983,Brunei Darussalam,86
1983,Central Europe and the Baltics,86
1983,Colombia,87
1983,St. Martin (French part),88
1983,Israel,90
1983,Greece,91
1983,Europe & Central Asia (excluding high income),92
1983,Solomon Islands,93
1983,St. Vincent and the Grenadines,94
1983,Caribbean small states,95
1983,Saudi Arabia,96
1983,Latvia,97
1983,China,98
1983,Estonia,99
1983,Seychelles,100
1983,North Macedonia,101
1983,Greenland,102
1983,Samoa,103
1983,Argentina,104
1983,Small states,106
1983,Thailand,107
1983,East Asia & Pacific (IDA & IBRD countries),108
1983,East Asia & Pacific (excluding high income),108
1983,Latin America & Caribbean (excluding high income),109
1983,Mexico,110
1983,Jordan,111
1983,Bulgaria,112
1983,Paraguay,113
1983,"Micronesia, Fed. Sts.",114
1983,Late-demographic dividend,114
1983,Belize,114
1983,Latin America & the Caribbean (IDA & IBRD countries),115
1983,New Caledonia,116
1983,St. Kitts and Nevis,117
1983,Fiji,117
1983,Grenada,118
1983,Suriname,119
1983,Uzbekistan,120
1983,Tunisia,121
1983,Pacific island small states,122
1983,Serbia,123
1983,Mauritius,124
1983,Tajikistan,126
1983,Dominican Republic,128
1983,Turks and Caicos Islands,129
1983,Algeria,131
1983,Latin America & Caribbean,132
1983,Ecuador,133
1983,Libya,134
1983,Tonga,135
1983,World,136
1983,United Arab Emirates,137
1983,Upper middle income,138
1983,Oman,138
1983,Vanuatu,139
1983,Guyana,140
1983,Nauru,140
1983,Gabon,140
1983,Lebanon,141
1983,IBRD only,142
1983,Tuvalu,142
1983,Botswana,143
1983,Sao Tome and Principe,144
1983,Cabo Verde,145
1983,Kenya,146
1983,Kiribati,147
1983,Philippines,148
1983,IDA blend,150
1983,Zambia,151
1983,Iraq,152
1983,Middle East & North Africa,152
1983,Azerbaijan,153
1983,IDA & IBRD total,154
1983,Honduras,155
1983,Guatemala,156
1983,Other small states,157
1983,Zimbabwe,158
1983,South Asia,159
1983,Middle East & North Africa (IDA & IBRD countries),159
1983,Middle income,160
1983,South Africa,161
1983,Bangladesh,162
1983,Low & middle income,163
1983,Kyrgyz Republic,164
1983,Central African Republic,165
1983,"Congo, Rep.",166
1983,Peru,167
1983,Marshall Islands,168
1983,Nepal,169
1983,"Yemen, Rep.",170
1983,Turkmenistan,171
1983,Arab World,172
1983,Burundi,173
1983,Guinea-Bissau,173
1983,Angola,173
1983,Rwanda,173
1983,Mali,173
1983,"Congo, Dem. Rep.",173
1983,Sierra Leone,173
1983,Mauritania,173
1983,Madagascar,173
1983,Benin,173
