Year,Country,Institutional_Rank
1983,Switzerland,1
1983,Sweden,2
1983,Norway,3
1983,Mongolia,4
1983,Japan,5
1983,Netherlands,6
1983,Australia,7
1983,Bulgaria,8
1983,Mexico,9
1983,Romania,10
1983,Armenia,12
1983,India,13
1983,Caribbean small states,15
1983,Cyprus,17
1983,Ireland,18
1983,Pakistan,19
1983,United Kingdom,20
1983,Algeria,21
1983,Qatar,22
1983,Kuwait,23
1983,Uruguay,24
1983,Gibraltar,25
1983,Bahrain,26
1983,Finland,27
1983,East Asia & Pacific,28
1983,Belgium,29
1983,Slovenia,30
1983,Puerto Rico,31
1983,Euro area,32
1983,Ukraine,33
1983,Hungary,34
1983,Malaysia,35
1983,Barbados,36
1983,High income,38
1983,Iceland,39
1983,Indonesia,40
1983,Bermuda,41
1983,OECD members,42
1983,Sint Maarten (Dutch part),43
1983,Malta,44
1983,Post-demographic dividend,45
1983,Canada,46
1983,Italy,47
1983,Panama,48
1983,Philippines,49
1983,Seychelles,50
1983,France,51
1983,Europe & Central Asia (excluding high income),52
1983,Austria,53
1983,Sri Lanka,54
1983,Greece,55
1983,St. Lucia,56
1983,Poland,57
1983,Channel Islands,58
1983,Turks and Caicos Islands,59
1983,Samoa,61
1983,Cuba,62
1983,Europe & Central Asia (IDA & IBRD countries),63
1983,Moldova,64
1983,Singapore,65
1983,Luxembourg,66
1983,Germany,67
1983,European Union,68
1983,Albania,69
1983,Antigua and Barbuda,70
1983,United States,71
1983,"Bahamas, The",72
1983,Latin America & Caribbean,73
1983,Belarus,74
1983,Europe & Central Asia,75
1983,Jordan,76
1983,Colombia,77
1983,Aruba,78
1983,Saudi Arabia,80
1983,Montenegro,81
1983,French Polynesia,82
1983,Libya,83
1983,Isle of Man,84
1983,Georgia,85
1983,New Zealand,86
1983,Dominica,87
1983,Argentina,88
1983,Nepal,89
1983,Tajikistan,90
1983,Croatia,91
1983,Israel,92
1983,Kosovo,93
1983,Paraguay,94
1983,Tunisia,95
1983,Belize,96
1983,"Micronesia, Fed. Sts.",96
1983,Late-demographic dividend,96
1983,Estonia,97
1983,Jamaica,98
1983,Latin America & the Caribbean (IDA & IBRD countries),99
1983,South Africa,100
1983,St. Martin (French part),101
1983,North America,102
1983,Upper middle income,103
1983,Oman,103
1983,Tonga,104
1983,North Macedonia,105
1983,Morocco,106
1983,Dominican Republic,107
1983,Greenland,108
1983,Trinidad and Tobago,109
1983,Thailand,110
1983,Uzbekistan,111
1983,Ecuador,112
1983,British Virgin Islands,114
1983,World,115
1983,Curacao,116
1983,"Korea, Dem. People's Rep.",117
1983,Solomon Islands,118
1983,St. Vincent and the Grenadines,119
1983,East Asia & Pacific (excluding high income),120
1983,East Asia & Pacific (IDA & IBRD countries),120
1983,Mauritius,121
1983,Lithuania,122
1983,Brunei Darussalam,123
1983,Central Europe and the Baltics,123
1983,Virgin Islands (U.S.),124
1983,New Caledonia,125
1983,Denmark,126
1983,Pacific island small states,127
1983,Fiji,128
1983,St. Kitts and Nevis,128
1983,Latin America & Caribbean (excluding high income),129
1983,Small states,130
1983,China,131
1983,Kazakhstan,132
1983,Nicaragua,134
1983,Costa Rica,135
1983,Brazil,136
1983,Spain,137
1983,Suriname,138
1983,Chile,139
1983,Latvia,140
1983,Mali,141
1983,Rwanda,141
1983,Mauritania,141
1983,Sierra Leone,141
1983,Ethiopia,141
1983,Benin,141
1983,Least developed countries: UN classification,141
1983,Eritrea,141
1983,Guinea-Bissau,141
1983,Papua New Guinea,141
1983,Madagascar,141
1983,Low income,141
1983,Pre-demographic dividend,141
1983,Togo,141
1983,Africa Eastern and Southern,141
1983,Angola,141
1983,"Congo, Dem. Rep.",141
1983,Mozambique,141
1983,Senegal,141
1983,Niger,141
1983,Nigeria,141
1983,South Sudan,141
1983,Myanmar,141
1983,Somalia,141
1983,Chad,141
1983,Uganda,141
1983,Burkina Faso,141
1983,Tanzania,141
1983,Burundi,141
1983,Malawi,141
1983,Heavily indebted poor countries (HIPC),141
1983,Comoros,141
1983,Timor-Leste,141
1983,Lao PDR,141
1983,Eswatini,141
1983,Afghanistan,141
1983,Sub-Saharan Africa (IDA & IBRD countries),141
1983,Cambodia,141
1983,Africa Western and Central,141
1983,Sub-Saharan Africa (excluding high income),141
1983,Sub-Saharan Africa,141
1983,Sudan,141
1983,Djibouti,141
1983,"Congo, Rep.",143
1983,Middle East & North Africa (excluding high income),144
1983,Bolivia,145
1983,Early-demographic dividend,146
1983,Namibia,147
1983,Cameroon,149
1983,South Asia,150
1983,Middle East & North Africa (IDA & IBRD countries),150
1983,Guam,151
1983,Lesotho,152
1983,Bhutan,152
1983,Maldives,153
1983,Lower middle income,154
1983,Fragile and conflict affected situations,155
1983,Portugal,156
1983,Bangladesh,157
1983,Central African Republic,158
1983,South Asia (IDA & IBRD),159
1983,Arab World,159
1983,"Gambia, The",160
1983,Ghana,161
1983,IDA only,161
1983,Vanuatu,162
1983,IDA total,163
1983,Haiti,164
1983,Liberia,164
1983,Guinea,164
1983,Equatorial Guinea,166
1983,El Salvador,166
1983,IBRD only,167
1983,Tuvalu,168
1983,Grenada,169
1983,Other small states,170
1983,Middle income,171
1983,Kenya,172
1983,Low & middle income,173
1983,IDA & IBRD total,173
1983,IDA blend,174
1983,Middle East & North Africa,174
1983,Zambia,174
1983,Iraq,174
1983,Kiribati,175
1983,Sao Tome and Principe,175
1983,Guatemala,176
1983,Guyana,177
1983,Marshall Islands,179
1983,"Yemen, Rep.",180
1983,Gabon,181
1983,Cabo Verde,182
1983,Nauru,183
1983,Turkmenistan,184
1983,Kyrgyz Republic,185
1983,Botswana,186
1983,Honduras,187
1983,Zimbabwe,188
1983,United Arab Emirates,189
1983,Serbia,190
1983,Peru,191
1983,Azerbaijan,192
1983,Lebanon,194
