Year,Country,Sustainability_Rank
2018,Qatar,1
2018,Kuwait,2
2018,Bahrain,3
2018,United Arab Emirates,4
2018,Saudi Arabia,5
2018,Australia,6
2018,United States,7
2018,Kazakhstan,9
2018,Canada,10
2018,Singapore,12
2018,Japan,13
2018,Netherlands,15
2018,Malaysia,18
2018,Mongolia,19
2018,Estonia,20
2018,Israel,21
2018,South Africa,22
2018,Belgium,23
2018,Ireland,24
2018,Germany,26
2018,Poland,27
2018,Belarus,28
2018,China,29
2018,Algeria,30
2018,Lebanon,31
2018,United Kingdom,33
2018,Cyprus,34
2018,Azerbaijan,35
2018,Slovenia,35
2018,Ukraine,36
2018,Serbia,38
2018,Greece,39
2018,Hungary,40
2018,Bulgaria,41
2018,Spain,42
2018,Argentina,43
2018,Italy,44
2018,Malta,45
2018,Mexico,46
2018,France,47
2018,Jordan,50
2018,New Zealand,51
2018,Austria,52
2018,Tunisia,53
2018,Switzerland,55
2018,North Macedonia,56
2018,Armenia,57
2018,Chile,58
2018,Finland,59
2018,Morocco,60
2018,Romania,61
2018,Ecuador,62
2018,Thailand,63
2018,Portugal,64
2018,Moldova,66
2018,Denmark,67
2018,Indonesia,68
2018,Croatia,69
2018,Panama,70
2018,Lithuania,71
2018,Georgia,72
2018,Norway,73
2018,Montenegro,73
2018,Peru,74
2018,Latvia,75
2018,Philippines,76
2018,Colombia,77
2018,India,78
2018,Costa Rica,79
2018,Sweden,80
2018,Brazil,81
2018,Pakistan,82
2018,Nicaragua,83
2018,Uruguay,84
2018,Iceland,85
2018,Nepal,86
