Year,Country,Institutional_Rank
2018,Finland,1
2018,Singapore,2
2018,Switzerland,3
2018,Norway,4
2018,New Zealand,5
2018,Denmark,6
2018,Sweden,7
2018,Netherlands,8
2018,Canada,10
2018,Australia,11
2018,Germany,12
2018,Austria,13
2018,Iceland,14
2018,United Kingdom,15
2018,Japan,16
2018,Ireland,17
2018,United States,18
2018,Belgium,19
2018,France,20
2018,Estonia,21
2018,Portugal,22
2018,Chile,25
2018,Malta,26
2018,Slovenia,27
2018,United Arab Emirates,29
2018,Israel,30
2018,Lithuania,31
2018,Spain,31
2018,Latvia,32
2018,Cyprus,33
2018,Uruguay,34
2018,Malaysia,35
2018,Qatar,36
2018,Poland,37
2018,Georgia,39
2018,Costa Rica,40
2018,Hungary,41
2018,Italy,42
2018,Croatia,43
2018,Greece,44
2018,Romania,45
2018,Montenegro,46
2018,Jordan,47
2018,Bulgaria,48
2018,Bahrain,49
2018,Saudi Arabia,50
2018,India,51
2018,Kuwait,52
2018,South Africa,52
2018,Panama,53
2018,Argentina,54
2018,Tunisia,55
2018,North Macedonia,56
2018,Serbia,56
2018,China,57
2018,Thailand,58
2018,Indonesia,59
2018,Armenia,60
2018,Mongolia,61
2018,Colombia,62
2018,Morocco,65
2018,Peru,66
2018,Philippines,67
2018,Kazakhstan,67
2018,Brazil,68
2018,Moldova,70
2018,Mexico,71
2018,Ecuador,73
2018,Azerbaijan,74
2018,Belarus,75
2018,Ukraine,77
2018,Nepal,78
2018,Pakistan,79
2018,Algeria,80
2018,Lebanon,81
2018,Nicaragua,83
