Year,Country,Economic_Rank
2018,Switzerland,1
2018,Iceland,2
2018,Norway,3
2018,Singapore,4
2018,Nicaragua,5
2018,Denmark,6
2018,Japan,7
2018,Australia,9
2018,Ireland,11
2018,Sweden,12
2018,Israel,13
2018,New Zealand,14
2018,France,15
2018,Austria,16
2018,Belgium,17
2018,Netherlands,18
2018,Finland,19
2018,United States,20
2018,Canada,21
2018,Italy,22
2018,United Kingdom,24
2018,Germany,25
2018,Qatar,26
2018,China,27
2018,United Arab Emirates,28
2018,Malta,29
2018,India,30
2018,Uruguay,31
2018,Bahrain,32
2018,Spain,33
2018,Cyprus,34
2018,Greece,35
2018,Slovenia,36
2018,Kuwait,37
2018,Lebanon,38
2018,Costa Rica,39
2018,Estonia,40
2018,Portugal,41
2018,Panama,42
2018,Chile,43
2018,Croatia,44
2018,Argentina,45
2018,Jordan,46
2018,Thailand,47
2018,Lithuania,49
2018,Latvia,50
2018,Saudi Arabia,52
2018,South Africa,53
2018,Brazil,54
2018,Malaysia,55
2018,Hungary,56
2018,Poland,57
2018,Ecuador,58
2018,Montenegro,60
2018,Indonesia,62
2018,Bulgaria,63
2018,Romania,65
2018,Peru,66
2018,Mongolia,67
2018,Serbia,69
2018,Morocco,70
2018,Philippines,71
2018,Mexico,72
2018,Colombia,74
2018,Kazakhstan,75
2018,North Macedonia,76
2018,Belarus,77
2018,Algeria,78
2018,Armenia,79
2018,Moldova,80
2018,Nepal,81
2018,Azerbaijan,82
2018,Georgia,83
2018,Tunisia,84
2018,Pakistan,86
2018,Ukraine,87
