Year,Country,Quality_of_Life_Rank
2018,Norway,1
2018,Switzerland,2
2018,Iceland,3
2018,Germany,5
2018,Denmark,6
2018,Sweden,7
2018,Australia,8
2018,Singapore,9
2018,Netherlands,10
2018,Ireland,11
2018,Finland,12
2018,New Zealand,13
2018,Canada,14
2018,Belgium,14
2018,United Kingdom,15
2018,United States,16
2018,Japan,17
2018,Israel,19
2018,Austria,21
2018,Slovenia,22
2018,Malta,23
2018,United Arab Emirates,24
2018,Spain,25
2018,France,26
2018,Italy,28
2018,Cyprus,29
2018,Estonia,30
2018,Greece,31
2018,Lithuania,32
2018,Bahrain,33
2018,Poland,34
2018,Latvia,35
2018,Saudi Arabia,36
2018,Portugal,37
2018,Croatia,39
2018,Chile,40
2018,Qatar,41
2018,Argentina,42
2018,Hungary,43
2018,Kuwait,46
2018,Montenegro,47
2018,Romania,48
2018,Uruguay,49
2018,Belarus,50
2018,Kazakhstan,51
2018,Panama,52
2018,Costa Rica,53
2018,Bulgaria,54
2018,Serbia,55
2018,Malaysia,56
2018,Georgia,57
2018,Thailand,58
2018,Ukraine,60
2018,North Macedonia,61
2018,Mexico,62
2018,Peru,64
2018,Armenia,65
2018,Moldova,66
2018,Brazil,67
2018,Colombia,68
2018,Ecuador,69
2018,Azerbaijan,70
2018,China,71
2018,Lebanon,72
2018,Algeria,73
2018,Mongolia,74
2018,Tunisia,74
2018,South Africa,76
2018,Jordan,77
2018,India,78
2018,Philippines,79
2018,Indonesia,80
2018,Morocco,82
2018,Nicaragua,83
2018,Nepal,84
2018,Pakistan,86
